i,j,P,Q,est
4,7,X,Y,0.027
4,7,X,Z,-0.027
4,7,Y,X,0.072
4,7,Y,Y,-0.081
4,7,Y,Z,-0.135
4,7,Z,X,0.009
4,7,Z,Y,-0.063
4,7,Z,Z,1.071
4,8,X,X,0.09
4,8,X,Y,0.036
4,8,X,Z,0.027
4,8,Y,X,0.036
4,8,Y,Y,-0.009
4,8,Y,Z,0.045
4,8,Z,X,0.0
4,8,Z,Y,0.045
4,8,Z,Z,0.918
4,9,X,X,0.072
4,9,X,Y,-0.126
4,9,X,Z,-0.063
4,9,Y,X,-0.054
4,9,Y,Y,-0.054
4,9,Y,Z,0.018
4,9,Z,X,0.009
4,9,Z,Y,-0.072
4,9,Z,Z,0.9
4,10,X,X,-0.009
4,10,X,Y,-0.063
4,10,X,Z,0.009
4,10,Y,X,0.009
4,10,Y,Y,0.063
4,10,Y,Z,-0.072
4,10,Z,X,0.054
4,10,Z,Y,0.081
4,10,Z,Z,0.954
4,11,X,X,0.099
4,11,X,Y,-0.045
4,11,X,Z,-0.063
4,11,Y,X,-0.072
4,11,Y,Y,-0.054
4,11,Y,Z,0.0
4,11,Z,X,0.072
4,11,Z,Y,-0.072
4,11,Z,Z,0.945
4,12,X,X,-0.108
4,12,X,Y,0.009
4,12,X,Z,0.0
4,12,Y,X,-0.036
4,12,Y,Y,0.099
4,12,Y,Z,0.045
4,12,Z,X,-0.189
4,12,Z,Y,0.0
4,12,Z,Z,1.044
4,13,X,X,0.054
4,13,X,Y,-0.036
4,13,X,Z,-0.063
4,13,Y,X,-0.009
4,13,Y,Y,-0.081
4,13,Y,Z,0.054
4,13,Z,X,0.126
4,13,Z,Y,0.027
4,13,Z,Z,0.936
4,14,X,X,0.036
4,14,X,Y,0.027
4,14,X,Z,0.054
4,14,Y,X,0.009
4,14,Y,Y,0.108
4,14,Y,Z,0.171
4,14,Z,X,-0.027
4,14,Z,Y,-0.081
4,14,Z,Z,1.161
4,15,X,X,-0.009
4,15,X,Y,-0.072
4,15,X,Z,-0.036
4,15,Y,X,-0.027
4,15,Y,Y,0.063
4,15,Y,Z,0.108
4,15,Z,X,-0.027
4,15,Z,Y,-0.063
4,15,Z,Z,0.927
4,16,X,X,-0.045
4,16,X,Y,0.018
4,16,X,Z,-0.054
4,16,Y,X,-0.072
4,16,Y,Y,0.153
4,16,Y,Z,-0.045
4,16,Z,X,0.153
4,16,Z,Y,0.027
4,16,Z,Z,1.089
4,17,X,X,-0.072
4,17,X,Y,0.126
4,17,X,Z,-0.009
4,17,Y,X,0.018
4,17,Y,Y,-0.072
4,17,Y,Z,-0.09
4,17,Z,X,0.009
4,17,Z,Y,-0.081
4,17,Z,Z,0.963
4,18,X,X,-0.117
4,18,X,Y,-0.018
4,18,X,Z,-0.054
4,18,Y,X,-0.027
4,18,Y,Y,-0.09
4,18,Y,Z,-0.081
4,18,Z,X,-0.144
4,18,Z,Y,0.009
4,18,Z,Z,0.972
4,19,X,X,-0.018
4,19,X,Y,-0.036
4,19,X,Z,-0.081
4,19,Y,X,0.054
4,19,Y,Y,0.099
4,19,Y,Z,-0.063
4,19,Z,X,0.171
4,19,Z,Y,0.036
4,19,Z,Z,1.008
4,20,X,X,0.108
4,20,X,Y,-0.036
4,20,X,Z,0.009
4,20,Y,X,-0.045
4,20,Y,Y,-0.045
4,20,Y,Z,0.09
4,20,Z,X,-0.099
4,20,Z,Y,0.054
4,20,Z,Z,1.044
4,21,X,X,-0.135
4,21,X,Y,-0.036
4,21,X,Z,-0.036
4,21,Y,X,-0.027
4,21,Y,Y,-0.009
4,21,Y,Z,-0.108
4,21,Z,X,-0.171
4,21,Z,Y,0.099
4,21,Z,Z,0.999
4,22,X,X,-0.189
4,22,X,Y,-0.144
4,22,X,Z,-0.018
4,22,Y,X,0.117
4,22,Y,Y,0.054
4,22,Y,Z,-0.153
4,22,Z,X,-0.09
4,22,Z,Y,0.18
4,22,Z,Z,1.179
4,23,X,X,0.027
4,23,X,Y,-0.117
4,23,X,Z,0.081
4,23,Y,X,0.09
4,23,Y,Y,0.054
4,23,Y,Z,-0.036
4,23,Z,X,-0.189
4,23,Z,Y,-0.018
4,23,Z,Z,0.882
4,24,X,X,0.18
4,24,X,Y,0.117
4,24,X,Z,0.09
4,24,Y,X,0.054
4,24,Y,Y,-0.216
4,24,Y,Z,-0.09
4,24,Z,X,0.018
4,24,Z,Y,-0.099
4,24,Z,Z,0.882
4,25,X,X,0.09
4,25,X,Y,0.144
4,25,X,Z,-0.063
4,25,Y,X,0.045
4,25,Y,Y,-0.036
4,25,Y,Z,0.081
4,25,Z,X,-0.054
4,25,Z,Y,-0.054
4,25,Z,Z,0.981
4,26,X,X,0.027
4,26,X,Y,-0.135
4,26,X,Z,-0.027
4,26,Y,X,-0.099
4,26,Y,Y,-0.126
4,26,Y,Z,-0.099
4,26,Z,X,-0.027
4,26,Z,Y,0.054
4,26,Z,Z,1.044
4,27,X,X,-0.108
4,27,X,Y,-0.099
4,27,X,Z,0.018
4,27,Y,X,-0.027
4,27,Y,Y,-0.162
4,27,Y,Z,-0.009
4,27,Z,X,0.054
4,27,Z,Y,-0.072
4,27,Z,Z,1.035
4,28,X,X,0.117
4,28,X,Y,-0.171
4,28,X,Z,-0.117
4,28,Y,X,0.081
4,28,Y,Y,-0.063
4,28,Y,Z,-0.108
4,28,Z,X,-0.099
4,28,Z,Y,-0.099
4,28,Z,Z,0.999
4,29,X,X,-0.126
4,29,X,Y,-0.162
4,29,X,Z,0.099
4,29,Y,X,0.072
4,29,Y,Y,-0.099
4,29,Y,Z,0.099
4,29,Z,X,0.09
4,29,Z,Y,0.099
4,29,Z,Z,0.99
5,6,X,X,0.009
5,6,X,Y,0.0
5,6,X,Z,-0.09
5,6,Y,X,-0.036
5,6,Y,Y,0.072
5,6,Y,Z,-0.018
5,6,Z,X,0.045
5,6,Z,Y,0.0
5,6,Z,Z,0.972
5,7,X,X,0.117
5,7,X,Y,0.054
5,7,X,Z,-0.108
5,7,Y,X,0.126
5,7,Y,Y,-0.18
5,7,Y,Z,0.072
5,7,Z,X,0.027
5,7,Z,Y,-0.171
5,7,Z,Z,0.927
5,8,X,X,0.054
5,8,X,Y,0.018
5,8,X,Z,-0.099
5,8,Y,X,0.045
5,8,Y,Y,0.054
5,8,Y,Z,0.009
5,8,Z,X,-0.117
5,8,Z,Y,0.0
5,8,Z,Z,0.9
5,9,X,X,-0.036
5,9,X,Y,0.036
5,9,X,Z,-0.171
5,9,Y,X,0.009
5,9,Y,Y,-0.234
5,9,Y,Z,0.027
5,9,Z,X,-0.09
5,9,Z,Y,0.036
5,9,Z,Z,0.909
5,10,X,X,0.072
5,10,X,Y,-0.072
5,10,X,Z,-0.117
5,10,Y,X,-0.018
5,10,Y,Y,0.036
5,10,Y,Z,0.126
5,10,Z,X,0.036
5,10,Z,Y,-0.207
5,10,Z,Z,0.954
5,11,X,X,0.027
5,11,X,Y,-0.045
5,11,X,Z,-0.027
5,11,Y,X,-0.117
5,11,Y,Y,-0.009
5,11,Y,Z,0.018
5,11,Z,X,0.081
5,11,Z,Y,-0.261
5,11,Z,Z,0.999
5,12,X,X,0.126
5,12,X,Y,-0.036
5,12,X,Z,-0.045
5,12,Y,X,-0.054
5,12,Y,Y,-0.108
5,12,Y,Z,0.054
5,12,Z,X,0.153
5,12,Z,Y,0.072
5,12,Z,Z,1.098
5,13,X,X,-0.108
5,13,X,Y,0.153
5,13,X,Z,-0.072
5,13,Y,X,0.117
5,13,Y,Y,-0.117
5,13,Y,Z,0.144
5,13,Z,X,0.018
5,13,Z,Y,-0.126
5,13,Z,Z,0.819
5,14,X,X,-0.072
5,14,X,Y,0.108
5,14,X,Z,-0.189
5,14,Y,X,-0.036
5,14,Y,Y,-0.045
5,14,Y,Z,0.153
5,14,Z,X,0.144
5,14,Z,Y,0.081
5,14,Z,Z,1.026
5,15,X,X,0.189
5,15,X,Y,-0.108
5,15,X,Z,-0.018
5,15,Y,X,0.0
5,15,Y,Y,0.126
5,15,Y,Z,0.018
5,15,Z,X,-0.126
5,15,Z,Y,0.018
5,15,Z,Z,0.981
5,16,X,X,0.081
5,16,X,Y,0.135
5,16,X,Z,-0.189
5,16,Y,X,-0.108
5,16,Y,Y,-0.063
5,16,Y,Z,-0.027
5,16,Z,X,0.189
5,16,Z,Y,-0.054
5,16,Z,Z,0.972
5,17,X,X,0.045
5,17,X,Y,-0.009
5,17,X,Z,-0.081
5,17,Y,X,0.081
5,17,Y,Y,0.009
5,17,Y,Z,-0.144
5,17,Z,X,0.027
5,17,Z,Y,0.081
5,17,Z,Z,0.891
5,18,X,X,-0.027
5,18,X,Y,-0.054
5,18,X,Z,-0.144
5,18,Y,X,0.0
5,18,Y,Y,0.054
5,18,Y,Z,-0.018
5,18,Z,X,-0.135
5,18,Z,Y,-0.081
5,18,Z,Z,0.927
5,19,X,X,-0.036
5,19,X,Y,0.063
5,19,X,Z,-0.108
5,19,Y,X,0.045
5,19,Y,Y,0.063
5,19,Y,Z,0.108
5,19,Z,X,0.036
5,19,Z,Y,0.027
5,19,Z,Z,1.044
5,20,X,X,0.198
5,20,X,Y,-0.126
5,20,X,Z,-0.063
5,20,Y,X,-0.099
5,20,Y,Y,0.036
5,20,Y,Z,0.045
5,20,Z,X,0.009
5,20,Z,Y,0.045
5,20,Z,Z,0.927
5,21,X,X,-0.063
5,21,X,Y,0.072
5,21,X,Z,-0.126
5,21,Y,X,0.117
5,21,Y,Y,-0.054
5,21,Y,Z,0.171
5,21,Z,X,-0.135
5,21,Z,Y,0.18
5,21,Z,Z,1.062
5,22,X,X,0.099
5,22,X,Y,-0.036
5,22,X,Z,-0.162
5,22,Y,X,-0.189
5,22,Y,Y,0.018
5,22,Y,Z,-0.027
5,22,Z,X,-0.252
5,22,Z,Y,-0.054
5,22,Z,Z,1.035
5,23,X,X,-0.081
5,23,X,Y,0.009
5,23,X,Z,-0.153
5,23,Y,X,-0.099
5,23,Y,Y,0.063
5,23,Y,Z,0.072
5,23,Z,X,0.072
5,23,Z,Y,0.099
5,23,Z,Z,1.008
5,24,X,X,0.261
5,24,X,Y,0.081
5,24,X,Z,-0.063
5,24,Y,X,0.045
5,24,Y,Y,0.126
5,24,Y,Z,0.099
5,24,Z,X,-0.018
5,24,Z,Y,-0.009
5,24,Z,Z,0.882
5,25,X,X,0.126
5,25,X,Y,-0.072
5,25,X,Z,-0.045
5,25,Y,X,-0.027
5,25,Y,Y,0.126
5,25,Y,Z,0.117
5,25,Z,X,-0.072
5,25,Z,Y,0.126
5,25,Z,Z,0.999
5,26,X,X,0.018
5,26,X,Y,0.027
5,26,X,Z,0.054
5,26,Y,X,-0.108
5,26,Y,Y,0.054
5,26,Y,Z,-0.018
5,26,Z,X,-0.009
5,26,Z,Y,-0.072
5,26,Z,Z,1.098
5,27,X,X,-0.063
5,27,X,Y,-0.018
5,27,X,Z,-0.108
5,27,Y,X,-0.252
5,27,Y,Y,0.027
5,27,Y,Z,0.081
5,27,Z,X,0.072
5,27,Z,Y,0.072
5,27,Z,Z,0.999
5,28,X,X,-0.018
5,28,X,Y,0.09
5,28,X,Z,-0.117
5,28,Y,X,0.09
5,28,Y,Y,0.036
5,28,Y,Z,0.0
5,28,Z,X,-0.081
5,28,Z,Y,0.135
5,28,Z,Z,1.053
5,29,X,X,0.009
5,29,X,Y,0.108
5,29,X,Z,-0.108
5,29,Y,X,0.009
5,29,Y,Y,-0.081
5,29,Y,Z,0.126
5,29,Z,X,0.126
5,29,Z,Y,0.171
5,29,Z,Z,0.954
6,7,X,X,0.027
6,7,X,Y,-0.126
6,7,X,Z,0.027
6,7,Y,X,-0.018
6,7,Y,Y,-0.054
6,7,Y,Z,0.018
6,7,Z,X,-0.063
6,7,Z,Y,0.063
6,7,Z,Z,1.008
6,8,X,X,-0.18
6,8,X,Y,0.018
6,8,X,Z,-0.18
6,8,Y,X,-0.054
6,8,Y,Y,-0.009
6,8,Y,Z,-0.009
6,8,Z,X,-0.036
6,8,Z,Y,0.063
6,8,Z,Z,0.909
6,9,X,X,-0.027
6,9,X,Y,-0.108
6,9,X,Z,0.027
6,9,Y,X,0.072
6,9,Y,Y,-0.09
6,9,Y,Z,0.108
6,9,Z,X,0.09
6,9,Z,Y,-0.018
6,9,Z,Z,0.918
6,10,X,X,-0.081
6,10,X,Y,-0.009
6,10,X,Z,0.108
6,10,Y,X,0.027
6,10,Y,Y,-0.189
6,10,Y,Z,0.018
6,10,Z,X,0.0
6,10,Z,Y,-0.153
6,10,Z,Z,0.819
6,11,X,X,-0.135
6,11,X,Y,0.099
6,11,X,Z,-0.054
6,11,Y,X,0.144
6,11,Y,Y,0.117
6,11,Y,Z,-0.135
6,11,Z,X,0.036
6,11,Z,Y,-0.171
6,11,Z,Z,1.035
6,12,X,X,0.063
6,12,X,Y,0.18
6,12,X,Z,-0.081
6,12,Y,X,-0.036
6,12,Y,Y,0.081
6,12,Y,Z,-0.009
6,12,Z,X,0.0
6,12,Z,Y,0.063
6,12,Z,Z,1.197
6,13,X,X,-0.018
6,13,X,Y,0.171
6,13,X,Z,0.063
6,13,Y,X,0.099
6,13,Y,Y,-0.072
6,13,Y,Z,-0.063
6,13,Z,X,0.072
6,13,Z,Y,0.045
6,13,Z,Z,1.125
6,14,X,X,-0.135
6,14,X,Y,0.018
6,14,X,Z,0.099
6,14,Y,X,-0.027
6,14,Y,Y,0.045
6,14,Y,Z,0.072
6,14,Z,X,0.09
6,14,Z,Y,0.009
6,14,Z,Z,1.053
6,15,X,X,-0.072
6,15,X,Y,-0.099
6,15,X,Z,-0.009
6,15,Y,X,0.063
6,15,Y,Y,-0.153
6,15,Y,Z,-0.018
6,15,Z,X,-0.054
6,15,Z,Y,-0.09
6,15,Z,Z,1.098
6,16,X,X,-0.009
6,16,X,Y,-0.18
6,16,X,Z,-0.045
6,16,Y,X,-0.063
6,16,Y,Y,0.036
6,16,Y,Z,0.081
6,16,Z,X,0.234
6,16,Z,Y,-0.018
6,16,Z,Z,0.99
6,17,X,X,-0.108
6,17,X,Y,-0.09
6,17,X,Z,-0.108
6,17,Y,X,0.09
6,17,Y,Y,0.216
6,17,Y,Z,-0.036
6,17,Z,X,0.009
6,17,Z,Y,-0.009
6,17,Z,Z,1.098
6,18,X,X,-0.189
6,18,X,Y,0.0
6,18,X,Z,0.117
6,18,Y,X,-0.144
6,18,Y,Y,-0.063
6,18,Y,Z,0.153
6,18,Z,X,-0.027
6,18,Z,Y,0.09
6,18,Z,Z,1.035
6,19,X,X,-0.126
6,19,X,Y,0.153
6,19,X,Z,-0.009
6,19,Y,X,0.09
6,19,Y,Y,0.018
6,19,Y,Z,0.072
6,19,Z,X,-0.009
6,19,Z,Y,-0.054
6,19,Z,Z,0.945
6,20,X,X,0.027
6,20,X,Y,-0.072
6,20,X,Z,0.045
6,20,Y,X,0.027
6,20,Y,Y,-0.063
6,20,Y,Z,0.09
6,20,Z,X,0.0
6,20,Z,Y,0.18
6,20,Z,Z,1.008
6,21,X,X,0.045
6,21,X,Y,-0.072
6,21,X,Z,-0.045
6,21,Y,X,-0.009
6,21,Y,Y,-0.054
6,21,Y,Z,0.045
6,21,Z,X,0.027
6,21,Z,Y,0.144
6,21,Z,Z,0.981
6,22,X,X,0.18
6,22,X,Y,0.126
6,22,X,Z,0.108
6,22,Y,X,0.0
6,22,Y,Y,0.018
6,22,Y,Z,-0.108
6,22,Z,X,-0.198
6,22,Z,Y,-0.09
6,22,Z,Z,1.062
6,23,X,X,-0.126
6,23,X,Y,-0.027
6,23,X,Z,-0.063
6,23,Y,X,0.072
6,23,Y,Y,0.09
6,23,Y,Z,0.072
6,23,Z,X,-0.036
6,23,Z,Y,0.0
6,23,Z,Z,0.954
6,24,X,X,-0.018
6,24,X,Y,-0.036
6,24,X,Z,-0.054
6,24,Y,X,0.144
6,24,Y,Y,0.162
6,24,Y,Z,0.0
6,24,Z,X,0.036
6,24,Z,Y,-0.108
6,24,Z,Z,1.044
6,25,X,X,-0.171
6,25,X,Y,0.036
6,25,X,Z,-0.153
6,25,Y,X,0.171
6,25,Y,Y,-0.108
6,25,Y,Z,-0.027
6,25,Z,X,0.099
6,25,Z,Y,-0.018
6,25,Z,Z,1.071
6,26,X,X,-0.144
6,26,X,Y,-0.036
6,26,X,Z,0.0
6,26,Y,X,0.117
6,26,Y,Y,-0.009
6,26,Y,Z,-0.09
6,26,Z,X,-0.072
6,26,Z,Y,0.036
6,26,Z,Z,0.936
6,27,X,X,0.018
6,27,X,Y,-0.027
6,27,X,Z,-0.063
6,27,Y,X,0.135
6,27,Y,Y,0.09
6,27,Y,Z,-0.027
6,27,Z,X,0.054
6,27,Z,Y,-0.036
6,27,Z,Z,0.972
6,28,X,X,0.045
6,28,X,Y,-0.027
6,28,X,Z,-0.054
6,28,Y,X,0.0
6,28,Y,Y,0.009
6,28,Y,Z,-0.009
6,28,Z,X,0.09
6,28,Z,Y,0.099
6,28,Z,Z,1.053
6,29,X,X,0.0
6,29,X,Y,-0.054
6,29,X,Z,0.036
6,29,Y,X,0.081
6,29,Y,Y,0.144
6,29,Y,Z,0.099
6,29,Z,X,0.027
6,29,Z,Y,-0.036
6,29,Z,Z,1.035
7,8,X,X,0.243
7,8,X,Y,-0.081
7,8,X,Z,-0.126
7,8,Y,X,-0.153
7,8,Y,Y,-0.09
7,8,Y,Z,-0.144
7,8,Z,X,-0.126
7,8,Z,Y,0.063
7,8,Z,Z,1.062
7,9,X,X,0.018
7,9,X,Y,-0.063
7,9,X,Z,-0.045
7,9,Y,X,-0.207
7,9,Y,Y,-0.126
7,9,Y,Z,0.162
7,9,Z,X,-0.054
7,9,Z,Y,-0.045
7,9,Z,Z,0.99
7,10,X,X,-0.162
7,10,X,Y,0.108
7,10,X,Z,-0.144
7,10,Y,X,-0.054
7,10,Y,Y,0.117
7,10,Y,Z,-0.072
7,10,Z,X,0.054
7,10,Z,Y,0.036
7,10,Z,Z,0.891
7,11,X,X,0.081
7,11,X,Y,-0.054
7,11,X,Z,0.009
7,11,Y,X,-0.036
7,11,Y,Y,-0.045
7,11,Y,Z,-0.072
7,11,Z,X,0.018
7,11,Z,Y,-0.126
7,11,Z,Z,0.999
7,12,X,X,0.009
7,12,X,Y,0.09
7,12,X,Z,0.045
7,12,Y,X,0.063
7,12,Y,Y,-0.018
7,12,Y,Z,-0.144
7,12,Z,X,0.153
7,12,Z,Y,-0.126
7,12,Z,Z,1.08
7,13,X,X,-0.09
7,13,X,Y,0.0
7,13,X,Z,-0.09
7,13,Y,X,-0.054
7,13,Y,Y,-0.009
7,13,Y,Z,0.054
7,13,Z,X,-0.027
7,13,Z,Y,-0.027
7,13,Z,Z,1.071
7,14,X,X,0.045
7,14,X,Y,-0.099
7,14,X,Z,-0.072
7,14,Y,X,0.135
7,14,Y,Y,-0.045
7,14,Y,Z,-0.117
7,14,Z,X,0.036
7,14,Z,Y,-0.126
7,14,Z,Z,1.017
7,15,X,X,0.0
7,15,X,Y,0.045
7,15,X,Z,-0.099
7,15,Y,X,0.081
7,15,Y,Y,0.072
7,15,Y,Z,-0.054
7,15,Z,X,0.018
7,15,Z,Y,-0.045
7,15,Z,Z,1.098
7,16,X,X,0.153
7,16,X,Y,-0.027
7,16,X,Z,-0.072
7,16,Y,X,-0.036
7,16,Y,Y,0.027
7,16,Y,Z,-0.018
7,16,Z,X,0.045
7,16,Z,Y,0.126
7,16,Z,Z,0.81
7,17,X,X,-0.045
7,17,X,Y,0.045
7,17,X,Z,0.018
7,17,Y,X,-0.072
7,17,Y,Y,-0.135
7,17,Y,Z,0.036
7,17,Z,X,-0.036
7,17,Z,Y,0.099
7,17,Z,Z,1.062
7,18,X,X,-0.099
7,18,X,Y,-0.009
7,18,X,Z,0.09
7,18,Y,X,-0.009
7,18,Y,Y,-0.045
7,18,Y,Z,-0.009
7,18,Z,X,-0.108
7,18,Z,Y,-0.027
7,18,Z,Z,0.99
7,19,X,X,0.189
7,19,X,Y,-0.054
7,19,X,Z,-0.063
7,19,Y,X,0.0
7,19,Y,Y,0.108
7,19,Y,Z,-0.027
7,19,Z,X,0.144
7,19,Z,Y,-0.045
7,19,Z,Z,0.918
7,20,X,X,0.072
7,20,X,Y,-0.099
7,20,X,Z,-0.153
7,20,Y,X,0.117
7,20,Y,Y,0.09
7,20,Y,Z,-0.018
7,20,Z,X,-0.135
7,20,Z,Y,0.162
7,20,Z,Z,0.9
7,21,X,X,-0.036
7,21,X,Y,-0.045
7,21,X,Z,-0.117
7,21,Y,X,0.09
7,21,Y,Y,-0.108
7,21,Y,Z,-0.081
7,21,Z,X,-0.099
7,21,Z,Y,0.135
7,21,Z,Z,0.981
7,22,X,X,0.081
7,22,X,Y,0.036
7,22,X,Z,-0.225
7,22,Y,X,-0.054
7,22,Y,Y,-0.063
7,22,Y,Z,-0.126
7,22,Z,X,-0.117
7,22,Z,Y,0.063
7,22,Z,Z,1.053
7,23,X,X,-0.081
7,23,X,Y,-0.198
7,23,X,Z,-0.009
7,23,Y,X,0.0
7,23,Y,Y,-0.027
7,23,Y,Z,-0.072
7,23,Z,X,-0.009
7,23,Z,Y,-0.126
7,23,Z,Z,1.008
7,24,X,X,-0.126
7,24,X,Y,0.063
7,24,X,Z,-0.027
7,24,Y,X,-0.045
7,24,Y,Y,0.072
7,24,Y,Z,0.036
7,24,Z,X,-0.027
7,24,Z,Y,-0.081
7,24,Z,Z,0.999
7,25,X,X,0.126
7,25,X,Y,-0.009
7,25,X,Z,0.009
7,25,Y,X,-0.09
7,25,Y,Y,0.144
7,25,Y,Z,-0.009
7,25,Z,X,-0.027
7,25,Z,Y,0.171
7,25,Z,Z,1.071
7,26,X,X,0.162
7,26,X,Y,0.045
7,26,X,Z,-0.081
7,26,Y,X,-0.027
7,26,Y,Y,0.027
7,26,Y,Z,0.045
7,26,Z,X,0.0
7,26,Z,Y,0.027
7,26,Z,Z,1.062
7,27,X,X,-0.045
7,27,X,Y,-0.009
7,27,X,Z,0.0
7,27,Y,X,0.0
7,27,Y,Y,0.045
7,27,Y,Z,0.072
7,27,Z,X,-0.018
7,27,Z,Y,-0.063
7,27,Z,Z,0.9
7,28,X,X,-0.072
7,28,X,Y,-0.027
7,28,X,Z,-0.081
7,28,Y,X,0.117
7,28,Y,Y,0.036
7,28,Y,Z,-0.072
7,28,Z,X,0.126
7,28,Z,Y,0.036
7,28,Z,Z,0.981
7,29,X,X,0.036
7,29,X,Y,0.045
7,29,X,Z,0.063
7,29,Y,X,-0.126
7,29,Y,Y,-0.027
7,29,Y,Z,-0.072
7,29,Z,X,0.108
7,29,Z,Y,0.036
7,29,Z,Z,1.107
8,9,X,X,-0.081
8,9,X,Y,0.108
8,9,X,Z,0.045
8,9,Y,X,0.081
8,9,Y,Y,-0.126
8,9,Y,Z,-0.135
8,9,Z,X,-0.135
8,9,Z,Y,-0.072
8,9,Z,Z,0.873
8,10,X,X,-0.027
8,10,X,Y,0.045
8,10,X,Z,-0.036
8,10,Y,X,0.162
8,10,Y,Y,0.126
8,10,Y,Z,0.09
8,10,Z,X,0.009
8,10,Z,Y,0.0
8,10,Z,Z,0.909
8,11,X,X,0.144
8,11,X,Y,-0.045
8,11,X,Z,-0.063
8,11,Y,X,0.09
8,11,Y,Y,0.018
8,11,Y,Z,0.018
8,11,Z,X,-0.117
8,11,Z,Y,-0.198
8,11,Z,Z,0.927
8,12,X,X,-0.099
8,12,X,Y,-0.099
8,12,X,Z,-0.09
8,12,Y,X,-0.027
8,12,Y,Y,-0.09
8,12,Y,Z,-0.081
8,12,Z,X,-0.063
8,12,Z,Y,0.117
8,12,Z,Z,1.08
8,13,X,X,-0.171
8,13,X,Y,0.045
8,13,X,Z,-0.126
8,13,Y,X,0.009
8,13,Y,Y,0.09
8,13,Y,Z,-0.009
8,13,Z,X,-0.135
8,13,Z,Y,-0.009
8,13,Z,Z,0.918
8,14,X,X,-0.036
8,14,X,Y,0.063
8,14,X,Z,0.081
8,14,Y,X,-0.027
8,14,Y,Y,-0.108
8,14,Y,Z,0.081
8,14,Z,X,-0.099
8,14,Z,Y,-0.099
8,14,Z,Z,0.918
8,15,X,X,-0.009
8,15,X,Y,0.09
8,15,X,Z,0.027
8,15,Y,X,0.09
8,15,Y,Y,-0.135
8,15,Y,Z,0.135
8,15,Z,X,0.054
8,15,Z,Y,0.009
8,15,Z,Z,0.927
8,16,X,X,0.027
8,16,X,Y,-0.153
8,16,X,Z,-0.018
8,16,Y,X,0.027
8,16,Y,Y,0.0
8,16,Y,Z,0.171
8,16,Z,X,0.054
8,16,Z,Y,-0.027
8,16,Z,Z,0.963
8,17,X,X,0.099
8,17,X,Y,0.117
8,17,X,Z,-0.18
8,17,Y,X,0.045
8,17,Y,Y,-0.063
8,17,Y,Z,0.036
8,17,Z,X,-0.045
8,17,Z,Y,0.009
8,17,Z,Z,1.026
8,18,X,X,0.189
8,18,X,Y,-0.045
8,18,X,Z,-0.09
8,18,Y,X,-0.027
8,18,Y,Y,0.117
8,18,Y,Z,0.09
8,18,Z,X,-0.09
8,18,Z,Y,-0.117
8,18,Z,Z,0.927
8,19,X,X,0.0
8,19,X,Y,0.108
8,19,X,Z,-0.072
8,19,Y,X,0.036
8,19,Y,Y,-0.081
8,19,Y,Z,0.027
8,19,Z,X,-0.117
8,19,Z,Y,-0.036
8,19,Z,Z,0.909
8,20,X,X,-0.117
8,20,X,Y,0.144
8,20,X,Z,-0.153
8,20,Y,X,-0.189
8,20,Y,Y,-0.072
8,20,Y,Z,-0.045
8,20,Z,X,-0.09
8,20,Z,Y,0.207
8,20,Z,Z,0.999
8,21,X,X,-0.09
8,21,X,Y,-0.108
8,21,X,Z,0.018
8,21,Y,X,0.225
8,21,Y,Y,0.09
8,21,Y,Z,0.081
8,21,Z,X,-0.144
8,21,Z,Y,0.162
8,21,Z,Z,0.954
8,22,X,X,-0.126
8,22,X,Y,-0.108
8,22,X,Z,0.0
8,22,Y,X,-0.072
8,22,Y,Y,0.018
8,22,Y,Z,0.036
8,22,Z,X,-0.144
8,22,Z,Y,0.072
8,22,Z,Z,0.9
8,23,X,X,-0.054
8,23,X,Y,-0.009
8,23,X,Z,-0.135
8,23,Y,X,0.018
8,23,Y,Y,0.135
8,23,Y,Z,0.135
8,23,Z,X,-0.036
8,23,Z,Y,-0.135
8,23,Z,Z,0.855
8,24,X,X,0.054
8,24,X,Y,0.189
8,24,X,Z,-0.135
8,24,Y,X,0.117
8,24,Y,Y,0.081
8,24,Y,Z,0.054
8,24,Z,X,0.027
8,24,Z,Y,0.072
8,24,Z,Z,0.873
8,25,X,X,0.081
8,25,X,Y,0.009
8,25,X,Z,-0.144
8,25,Y,X,0.045
8,25,Y,Y,0.063
8,25,Y,Z,0.144
8,25,Z,X,0.063
8,25,Z,Y,-0.036
8,25,Z,Z,0.981
8,26,X,X,-0.117
8,26,X,Y,0.081
8,26,X,Z,-0.054
8,26,Y,X,-0.144
8,26,Y,Y,-0.081
8,26,Y,Z,0.063
8,26,Z,X,0.054
8,26,Z,Y,-0.045
8,26,Z,Z,0.819
8,27,X,X,-0.135
8,27,X,Y,0.126
8,27,X,Z,-0.045
8,27,Y,X,-0.045
8,27,Y,Y,0.027
8,27,Y,Z,-0.018
8,27,Z,X,0.081
8,27,Z,Y,0.072
8,27,Z,Z,0.999
8,28,X,X,0.045
8,28,X,Y,-0.099
8,28,X,Z,-0.018
8,28,Y,X,-0.054
8,28,Y,Y,-0.018
8,28,Y,Z,0.036
8,28,Z,X,0.036
8,28,Z,Y,-0.018
8,28,Z,Z,1.098
8,29,X,X,0.117
8,29,X,Y,-0.108
8,29,X,Z,-0.153
8,29,Y,X,0.027
8,29,Y,Y,0.099
8,29,Y,Z,0.072
8,29,Z,X,0.108
