i,j,P,Q,est
8,29,Z,Y,-0.009
8,29,Z,Z,0.873
9,10,X,X,0.009
9,10,X,Y,0.207
9,10,X,Z,-0.081
9,10,Y,X,0.117
9,10,Y,Y,0.045
9,10,Y,Z,-0.036
9,10,Z,X,-0.018
9,10,Z,Y,0.081
9,10,Z,Z,0.936
9,11,X,X,0.099
9,11,X,Y,0.009
9,11,X,Z,0.081
9,11,Y,X,-0.099
9,11,Y,Y,0.063
9,11,Y,Z,-0.054
9,11,Z,X,0.027
9,11,Z,Y,0.009
9,11,Z,Z,0.873
9,12,X,X,-0.099
9,12,X,Y,0.0
9,12,X,Z,-0.108
9,12,Y,X,0.045
9,12,Y,Y,0.027
9,12,Y,Z,0.036
9,12,Z,X,-0.027
9,12,Z,Y,0.081
9,12,Z,Z,0.963
9,13,X,X,-0.018
9,13,X,Y,0.153
9,13,X,Z,0.108
9,13,Y,X,0.0
9,13,Y,Y,0.18
9,13,Y,Z,-0.09
9,13,Z,X,0.099
9,13,Z,Y,-0.027
9,13,Z,Z,0.945
9,14,X,X,0.045
9,14,X,Y,0.063
9,14,X,Z,0.009
9,14,Y,X,-0.027
9,14,Y,Y,0.027
9,14,Y,Z,-0.072
9,14,Z,X,-0.036
9,14,Z,Y,-0.108
9,14,Z,Z,1.035
9,15,X,X,0.135
9,15,X,Y,-0.171
9,15,X,Z,-0.099
9,15,Y,X,0.135
9,15,Y,Y,0.045
9,15,Y,Z,0.09
9,15,Z,X,-0.009
9,15,Z,Y,-0.018
9,15,Z,Z,1.062
9,16,X,X,-0.081
9,16,X,Y,-0.054
9,16,X,Z,-0.072
9,16,Y,X,-0.045
9,16,Y,Y,0.045
9,16,Y,Z,-0.054
9,16,Z,X,0.054
9,16,Z,Y,-0.045
9,16,Z,Z,0.882
9,17,X,X,0.063
9,17,X,Y,0.009
9,17,X,Z,-0.027
9,17,Y,X,-0.072
9,17,Y,Y,-0.126
9,17,Y,Z,-0.072
9,17,Z,X,-0.036
9,17,Z,Y,-0.054
9,17,Z,Z,0.945
9,18,X,X,0.009
9,18,X,Y,-0.171
9,18,X,Z,0.063
9,18,Y,X,0.036
9,18,Y,Y,0.081
9,18,Y,Z,-0.099
9,18,Z,X,0.009
9,18,Z,Y,0.027
9,18,Z,Z,0.873
9,19,X,X,-0.081
9,19,X,Y,0.009
9,19,X,Z,-0.099
9,19,Y,X,0.018
9,19,Y,Y,0.063
9,19,Y,Z,0.081
9,19,Z,X,0.108
9,19,Z,Y,-0.045
9,19,Z,Z,1.062
9,20,X,X,0.027
9,20,X,Y,-0.045
9,20,X,Z,-0.081
9,20,Y,X,-0.108
9,20,Y,Y,-0.018
9,20,Y,Z,0.072
9,20,Z,X,-0.099
9,20,Z,Y,0.162
9,20,Z,Z,1.008
9,21,X,X,0.0
9,21,X,Y,0.09
9,21,X,Z,-0.063
9,21,Y,X,-0.171
9,21,Y,Y,0.018
9,21,Y,Z,0.063
9,21,Z,X,-0.018
9,21,Z,Y,0.036
9,21,Z,Z,0.927
9,22,X,X,0.018
9,22,X,Y,0.054
9,22,X,Z,-0.045
9,22,Y,X,-0.108
9,22,Y,Y,0.144
9,22,Y,Z,0.054
9,22,Z,X,-0.072
9,22,Z,Y,-0.036
9,22,Z,Z,1.017
9,23,X,X,0.234
9,23,X,Y,-0.036
9,23,X,Z,-0.081
9,23,Y,X,-0.027
9,23,Y,Y,-0.045
9,23,Y,Z,-0.09
9,23,Z,X,0.081
9,23,Z,Y,0.0
9,23,Z,Z,0.972
9,24,X,X,-0.153
9,24,X,Y,-0.027
9,24,X,Z,0.009
9,24,Y,X,-0.144
9,24,Y,Y,0.045
9,24,Y,Z,-0.009
9,24,Z,X,-0.045
9,24,Z,Y,-0.054
9,24,Z,Z,0.9
9,25,X,X,0.108
9,25,X,Y,0.018
9,25,X,Z,0.081
9,25,Y,X,-0.027
9,25,Y,Y,-0.171
9,25,Y,Z,-0.036
9,25,Z,X,0.072
9,25,Z,Y,0.027
9,25,Z,Z,1.044
9,26,X,X,-0.099
9,26,X,Y,0.117
9,26,X,Z,-0.081
9,26,Y,X,-0.081
9,26,Y,Y,-0.027
9,26,Y,Z,-0.09
9,26,Z,X,-0.099
9,26,Z,Y,-0.045
9,26,Z,Z,0.963
9,27,X,X,-0.117
9,27,X,Y,0.144
9,27,X,Z,-0.162
9,27,Y,X,-0.297
9,27,Y,Y,-0.09
9,27,Y,Z,-0.045
9,27,Z,X,0.099
9,27,Z,Y,0.027
9,27,Z,Z,1.125
9,28,X,X,0.135
9,28,X,Y,0.144
9,28,X,Z,-0.054
9,28,Y,X,-0.27
9,28,Y,Y,0.135
9,28,Y,Z,-0.099
9,28,Z,X,0.018
9,28,Z,Y,-0.036
9,28,Z,Z,1.053
9,29,X,X,0.18
9,29,X,Y,0.054
9,29,X,Z,0.027
9,29,Y,X,0.198
9,29,Y,Y,0.0
9,29,Y,Z,-0.126
9,29,Z,X,0.036
9,29,Z,Y,0.054
9,29,Z,Z,0.945
10,11,X,X,-0.036
10,11,X,Y,-0.036
10,11,X,Z,-0.162
10,11,Y,X,-0.036
10,11,Y,Y,0.153
10,11,Y,Z,0.09
10,11,Z,X,0.099
10,11,Z,Y,0.0
10,11,Z,Z,0.972
10,12,X,X,-0.126
10,12,X,Y,-0.009
10,12,X,Z,-0.081
10,12,Y,X,-0.09
10,12,Y,Y,-0.045
10,12,Y,Z,-0.036
10,12,Z,X,-0.099
10,12,Z,Y,0.0
10,12,Z,Z,1.044
10,13,X,X,0.054
10,13,X,Y,-0.09
10,13,X,Z,0.144
10,13,Y,X,0.045
10,13,Y,Y,0.081
10,13,Y,Z,0.009
10,13,Z,X,0.198
10,13,Z,Y,-0.009
10,13,Z,Z,0.918
10,14,X,X,0.027
10,14,X,Y,0.126
10,14,X,Z,0.009
10,14,Y,X,-0.207
10,14,Y,Y,0.045
10,14,Y,Z,0.045
10,14,Z,X,0.072
10,14,Z,Y,-0.063
10,14,Z,Z,1.026
10,15,X,X,-0.018
10,15,X,Y,0.099
10,15,X,Z,-0.045
10,15,Y,X,0.162
10,15,Y,Y,-0.063
10,15,Y,Z,-0.126
10,15,Z,X,-0.081
10,15,Z,Y,0.036
10,15,Z,Z,0.99
10,16,X,X,-0.09
10,16,X,Y,-0.09
10,16,X,Z,0.18
10,16,Y,X,-0.081
10,16,Y,Y,-0.117
10,16,Y,Z,0.027
10,16,Z,X,-0.117
10,16,Z,Y,-0.081
10,16,Z,Z,0.999
10,17,X,X,0.126
10,17,X,Y,-0.027
10,17,X,Z,0.009
10,17,Y,X,-0.045
10,17,Y,Y,-0.117
10,17,Y,Z,0.009
10,17,Z,X,-0.018
10,17,Z,Y,0.063
10,17,Z,Z,0.918
10,18,X,X,0.018
10,18,X,Y,0.0
10,18,X,Z,-0.018
10,18,Y,X,0.153
10,18,Y,Y,-0.045
10,18,Y,Z,-0.063
10,18,Z,X,-0.117
10,18,Z,Y,-0.054
10,18,Z,Z,0.954
10,19,X,X,0.207
10,19,X,Y,0.036
10,19,X,Z,0.081
10,19,Y,X,0.027
10,19,Y,Y,-0.144
10,19,Y,Z,-0.108
10,19,Z,X,0.117
10,19,Z,Y,-0.009
10,19,Z,Z,1.017
10,20,X,X,0.045
10,20,X,Y,-0.018
10,20,X,Z,0.081
10,20,Y,X,0.108
10,20,Y,Y,-0.036
10,20,Y,Z,0.099
10,20,Z,X,-0.099
10,20,Z,Y,0.081
10,20,Z,Z,0.873
10,21,X,X,0.027
10,21,X,Y,-0.18
10,21,X,Z,0.045
10,21,Y,X,0.036
10,21,Y,Y,-0.027
10,21,Y,Z,0.036
10,21,Z,X,-0.126
10,21,Z,Y,0.189
10,21,Z,Z,0.99
10,22,X,X,0.117
10,22,X,Y,0.054
10,22,X,Z,-0.099
10,22,Y,X,-0.054
10,22,Y,Y,0.018
10,22,Y,Z,-0.009
10,22,Z,X,0.153
10,22,Z,Y,0.054
10,22,Z,Z,0.936
10,23,X,X,-0.081
10,23,X,Y,-0.063
10,23,X,Z,0.09
10,23,Y,X,0.216
10,23,Y,Y,0.0
10,23,Y,Z,-0.081
10,23,Z,X,0.027
10,23,Z,Y,-0.126
10,23,Z,Z,0.954
10,24,X,X,0.18
10,24,X,Y,0.198
10,24,X,Z,0.072
10,24,Y,X,-0.171
10,24,Y,Y,-0.135
10,24,Y,Z,-0.099
10,24,Z,X,-0.009
10,24,Z,Y,0.009
10,24,Z,Z,0.909
10,25,X,X,0.054
10,25,X,Y,-0.072
10,25,X,Z,-0.018
10,25,Y,X,0.0
10,25,Y,Y,0.207
10,25,Y,Z,-0.018
10,25,Z,X,0.135
10,25,Z,Y,-0.117
10,25,Z,Z,0.873
10,26,X,X,0.054
10,26,X,Y,-0.117
10,26,X,Z,-0.009
10,26,Y,X,-0.198
10,26,Y,Y,0.162
10,26,Y,Z,0.009
10,26,Z,X,-0.279
10,26,Z,Y,-0.108
10,26,Z,Z,0.972
10,27,X,X,-0.162
10,27,X,Y,-0.063
10,27,X,Z,-0.009
10,27,Y,X,-0.072
10,27,Y,Y,-0.072
10,27,Y,Z,0.063
10,27,Z,X,0.117
10,27,Z,Y,-0.144
10,27,Z,Z,1.026
10,28,X,X,-0.081
10,28,X,Y,0.108
10,28,X,Z,0.207
10,28,Y,X,0.027
10,28,Y,Y,-0.063
10,28,Y,Z,-0.045
10,28,Z,X,-0.171
10,28,Z,Y,0.072
10,28,Z,Z,0.864
10,29,X,X,0.0
10,29,X,Y,0.153
10,29,X,Z,0.045
10,29,Y,X,0.036
10,29,Y,Y,0.18
10,29,Y,Z,0.027
10,29,Z,X,-0.018
10,29,Z,Y,0.081
10,29,Z,Z,1.008
11,12,X,X,0.018
11,12,X,Y,-0.144
11,12,X,Z,0.009
11,12,Y,X,-0.009
11,12,Y,Y,0.153
11,12,Y,Z,-0.045
11,12,Z,X,0.072
11,12,Z,Y,0.027
11,12,Z,Z,1.053
11,13,X,X,-0.045
11,13,X,Y,0.153
11,13,X,Z,0.117
11,13,Y,X,0.027
11,13,Y,Y,0.081
11,13,Y,Z,-0.063
11,13,Z,X,0.135
11,13,Z,Y,0.108
11,13,Z,Z,0.981
11,14,X,X,0.018
11,14,X,Y,-0.036
11,14,X,Z,-0.009
11,14,Y,X,0.072
11,14,Y,Y,-0.018
11,14,Y,Z,-0.207
11,14,Z,X,-0.126
11,14,Z,Y,-0.036
11,14,Z,Z,1.134
11,15,X,X,0.036
11,15,X,Y,-0.099
11,15,X,Z,-0.072
11,15,Y,X,0.081
11,15,Y,Y,0.144
11,15,Y,Z,-0.09
11,15,Z,X,-0.054
11,15,Z,Y,0.189
11,15,Z,Z,1.035
11,16,X,X,-0.054
11,16,X,Y,-0.198
11,16,X,Z,0.027
11,16,Y,X,-0.009
11,16,Y,Y,-0.09
11,16,Y,Z,0.0
11,16,Z,X,0.153
11,16,Z,Y,0.108
11,16,Z,Z,1.017
11,17,X,X,0.171
11,17,X,Y,0.009
11,17,X,Z,-0.027
11,17,Y,X,-0.045
11,17,Y,Y,0.036
11,17,Y,Z,-0.126
11,17,Z,X,0.081
11,17,Z,Y,0.036
11,17,Z,Z,1.107
11,18,X,X,-0.063
11,18,X,Y,-0.018
11,18,X,Z,0.0
11,18,Y,X,-0.018
11,18,Y,Y,0.09
11,18,Y,Z,-0.045
11,18,Z,X,-0.027
11,18,Z,Y,-0.027
11,18,Z,Z,0.972
11,19,X,X,0.081
11,19,X,Y,-0.126
11,19,X,Z,0.0
11,19,Y,X,-0.063
11,19,Y,Y,-0.108
11,19,Y,Z,-0.018
11,19,Z,X,-0.027
11,19,Z,Y,0.081
11,19,Z,Z,0.972
11,20,X,X,-0.018
11,20,X,Y,0.18
11,20,X,Z,0.009
11,20,Y,X,-0.063
11,20,Y,Y,-0.189
11,20,Y,Z,-0.081
11,20,Z,X,-0.171
11,20,Z,Y,0.054
11,20,Z,Z,0.909
11,21,X,X,0.045
11,21,X,Y,-0.009
11,21,X,Z,-0.009
11,21,Y,X,-0.018
11,21,Y,Y,-0.054
11,21,Y,Z,-0.009
11,21,Z,X,-0.09
11,21,Z,Y,0.027
11,21,Z,Z,0.999
11,22,X,X,0.027
11,22,X,Y,-0.063
11,22,X,Z,0.261
11,22,Y,X,-0.09
11,22,Y,Y,0.117
11,22,Y,Z,-0.108
11,22,Z,X,0.027
11,22,Z,Y,0.126
11,22,Z,Z,0.945
11,23,X,X,-0.099
11,23,X,Y,-0.162
11,23,X,Z,0.072
11,23,Y,X,-0.126
11,23,Y,Y,0.0
11,23,Y,Z,-0.063
11,23,Z,X,0.009
11,23,Z,Y,-0.153
11,23,Z,Z,0.954
11,24,X,X,0.054
11,24,X,Y,0.09
11,24,X,Z,0.135
11,24,Y,X,-0.243
11,24,Y,Y,-0.045
11,24,Y,Z,-0.171
11,24,Z,X,-0.063
11,24,Z,Y,-0.243
11,24,Z,Z,0.972
11,25,X,X,0.054
11,25,X,Y,0.171
11,25,X,Z,0.072
11,25,Y,X,-0.036
11,25,Y,Y,0.054
11,25,Y,Z,-0.135
11,25,Z,X,-0.027
11,25,Z,Y,0.099
11,25,Z,Z,0.9
11,26,X,X,0.198
11,26,X,Y,0.189
11,26,X,Z,0.0
11,26,Y,X,0.117
11,26,Y,Y,-0.054
11,26,Y,Z,-0.036
11,26,Z,X,-0.054
11,26,Z,Y,-0.018
11,26,Z,Z,0.936
11,27,X,X,-0.081
11,27,X,Y,0.153
11,27,X,Z,0.009
11,27,Y,X,-0.081
11,27,Y,Y,0.135
11,27,Y,Z,-0.063
11,27,Z,X,0.225
11,27,Z,Y,-0.081
11,27,Z,Z,1.08
11,28,X,X,-0.108
11,28,X,Y,0.045
11,28,X,Z,0.0
11,28,Y,X,0.045
11,28,Y,Y,-0.216
11,28,Y,Z,-0.18
11,28,Z,X,-0.036
11,28,Z,Y,0.09
11,28,Z,Z,1.17
11,29,X,X,0.108
11,29,X,Y,0.126
11,29,X,Z,0.045
11,29,Y,X,0.117
11,29,Y,Y,0.0
11,29,Y,Z,-0.072
11,29,Z,X,0.081
11,29,Z,Y,-0.09
11,29,Z,Z,1.053
12,13,X,X,0.018
12,13,X,Y,-0.135
12,13,X,Z,0.018
12,13,Y,X,-0.027
12,13,Y,Y,0.108
12,13,Y,Z,0.081
12,13,Z,X,-0.036
12,13,Z,Y,0.171
12,13,Z,Z,1.062
12,14,X,X,-0.009
12,14,X,Y,0.117
12,14,X,Z,-0.063
12,14,Y,X,-0.099
12,14,Y,Y,-0.135
12,14,Y,Z,-0.018
12,14,Z,X,0.162
12,14,Z,Y,-0.072
12,14,Z,Z,1.179
12,15,X,X,-0.045
12,15,X,Y,0.054
12,15,X,Z,-0.036
12,15,Y,X,0.036
12,15,Y,Y,0.0
12,15,Y,Z,0.0
12,15,Z,X,0.09
12,15,Z,Y,0.018
12,15,Z,Z,1.107
12,16,X,X,0.018
12,16,X,Y,0.243
12,16,X,Z,-0.09
12,16,Y,X,-0.108
12,16,Y,Y,0.009
12,16,Y,Z,0.171
12,16,Z,X,0.072
12,16,Z,Y,-0.018
12,16,Z,Z,0.999
12,17,X,X,-0.018
12,17,X,Y,0.072
12,17,X,Z,-0.117
12,17,Y,X,0.009
12,17,Y,Y,-0.009
12,17,Y,Z,0.018
12,17,Z,X,-0.018
12,17,Z,Y,0.036
12,17,Z,Z,1.143
12,18,X,X,-0.027
12,18,X,Y,-0.009
12,18,X,Z,0.027
12,18,Y,X,0.09
12,18,Y,Y,-0.009
12,18,Y,Z,0.135
12,18,Z,X,-0.027
12,18,Z,Y,0.027
12,18,Z,Z,1.107
12,19,X,X,0.009
12,19,X,Y,0.117
12,19,X,Z,-0.027
12,19,Y,X,-0.099
12,19,Y,Y,-0.09
12,19,Y,Z,0.135
12,19,Z,X,0.045
12,19,Z,Y,0.036
12,19,Z,Z,1.008
12,20,X,X,-0.198
12,20,X,Y,-0.081
12,20,X,Z,-0.09
12,20,Y,X,0.009
12,20,Y,Y,0.027
12,20,Y,Z,0.216
12,20,Z,X,-0.063
12,20,Z,Y,0.027
12,20,Z,Z,1.017
12,21,X,X,0.072
12,21,X,Y,-0.072
12,21,X,Z,0.027
12,21,Y,X,-0.09
12,21,Y,Y,0.045
12,21,Y,Z,-0.027
12,21,Z,X,-0.117
12,21,Z,Y,0.153
12,21,Z,Z,1.017
12,22,X,X,0.036
12,22,X,Y,0.09
12,22,X,Z,-0.027
12,22,Y,X,-0.081
12,22,Y,Y,0.036
12,22,Y,Z,0.063
12,22,Z,X,-0.027
12,22,Z,Y,0.09
12,22,Z,Z,1.152
12,23,X,X,0.018
12,23,X,Y,-0.081
12,23,X,Z,0.036
12,23,Y,X,-0.018
12,23,Y,Y,-0.009
12,23,Y,Z,0.063
12,23,Z,X,0.0
12,23,Z,Y,-0.009
12,23,Z,Z,1.134
12,24,X,X,-0.099
12,24,X,Y,-0.054
12,24,X,Z,-0.054
12,24,Y,X,0.0
12,24,Y,Y,0.018
12,24,Y,Z,0.072
12,24,Z,X,-0.045
12,24,Z,Y,0.0
12,24,Z,Z,1.17
12,25,X,X,-0.063
12,25,X,Y,0.126
12,25,X,Z,-0.162
12,25,Y,X,0.063
12,25,Y,Y,-0.171
12,25,Y,Z,0.09
12,25,Z,X,0.063
12,25,Z,Y,-0.081
12,25,Z,Z,1.125
12,26,X,X,-0.054
12,26,X,Y,-0.036
12,26,X,Z,0.027
12,26,Y,X,-0.036
12,26,Y,Y,-0.063
12,26,Y,Z,-0.117
12,26,Z,X,-0.207
12,26,Z,Y,-0.054
12,26,Z,Z,1.008
12,27,X,X,0.072
12,27,X,Y,-0.126
12,27,X,Z,0.027
12,27,Y,X,-0.171
12,27,Y,Y,0.162
12,27,Y,Z,-0.009
12,27,Z,X,0.126
12,27,Z,Y,0.063
12,27,Z,Z,1.134
12,28,X,X,-0.09
12,28,X,Y,-0.153
12,28,X,Z,0.09
12,28,Y,X,-0.054
12,28,Y,Y,-0.045
12,28,Y,Z,-0.045
12,28,Z,X,0.045
12,28,Z,Y,0.045
12,28,Z,Z,1.143
12,29,X,X,0.027
12,29,X,Y,0.054
12,29,X,Z,-0.162
12,29,Y,X,0.054
12,29,Y,Y,-0.063
12,29,Y,Z,0.171
12,29,Z,X,-0.063
12,29,Z,Y,-0.045
12,29,Z,Z,1.233
13,14,X,X,-0.09
13,14,X,Y,0.09
13,14,X,Z,-0.117
13,14,Y,X,-0.009
13,14,Y,Y,-0.018
13,14,Y,Z,0.099
13,14,Z,X,0.063
13,14,Z,Y,-0.108
13,14,Z,Z,1.008
13,15,X,X,-0.018
13,15,X,Y,0.036
13,15,X,Z,0.117
13,15,Y,X,-0.063
13,15,Y,Y,-0.171
13,15,Y,Z,-0.144
13,15,Z,X,0.144
13,15,Z,Y,0.153
13,15,Z,Z,1.026
13,16,X,X,-0.018
13,16,X,Y,-0.045
13,16,X,Z,-0.072
13,16,Y,X,-0.054
13,16,Y,Y,0.063
13,16,Y,Z,0.009
13,16,Z,X,0.018
13,16,Z,Y,-0.162
13,16,Z,Z,0.909
13,17,X,X,0.081
13,17,X,Y,-0.117
13,17,X,Z,0.081
13,17,Y,X,0.117
13,17,Y,Y,-0.126
13,17,Y,Z,-0.063
13,17,Z,X,0.099
13,17,Z,Y,-0.036
13,17,Z,Z,1.044
13,18,X,X,-0.225
13,18,X,Y,-0.054
13,18,X,Z,0.036
13,18,Y,X,-0.027
13,18,Y,Y,0.009
13,18,Y,Z,0.036
13,18,Z,X,0.036
13,18,Z,Y,0.018
13,18,Z,Z,1.053
13,19,X,X,0.0
13,19,X,Y,0.09
13,19,X,Z,0.117
13,19,Y,X,-0.225
13,19,Y,Y,0.027
13,19,Y,Z,0.072
13,19,Z,X,0.072
13,19,Z,Y,-0.036
13,19,Z,Z,0.945
13,20,X,X,-0.036
13,20,X,Y,0.072
13,20,X,Z,0.009
13,20,Y,X,0.045
13,20,Y,Y,-0.135
13,20,Y,Z,0.018
13,20,Z,X,-0.171
13,20,Z,Y,-0.09
13,20,Z,Z,1.008
13,21,X,X,-0.09
13,21,X,Y,-0.171
13,21,X,Z,-0.018
13,21,Y,X,0.036
13,21,Y,Y,0.171
13,21,Y,Z,-0.081
13,21,Z,X,-0.099
13,21,Z,Y,0.126
13,21,Z,Z,0.954
13,22,X,X,-0.099
13,22,X,Y,0.162
13,22,X,Z,0.018
13,22,Y,X,0.0
13,22,Y,Y,-0.045
13,22,Y,Z,0.045
13,22,Z,X,0.009
13,22,Z,Y,-0.117
13,22,Z,Z,0.927
13,23,X,X,0.171
13,23,X,Y,0.036
13,23,X,Z,0.054
13,23,Y,X,0.108
13,23,Y,Y,-0.081
13,23,Y,Z,0.081
13,23,Z,X,-0.045
13,23,Z,Y,-0.144
13,23,Z,Z,0.882
13,24,X,X,-0.189
13,24,X,Y,-0.18
13,24,X,Z,0.108
13,24,Y,X,0.108
13,24,Y,Y,-0.072
13,24,Y,Z,0.036
13,24,Z,X,0.009
13,24,Z,Y,-0.108
13,24,Z,Z,1.008
13,25,X,X,0.063
13,25,X,Y,-0.045
13,25,X,Z,-0.171
13,25,Y,X,-0.162
13,25,Y,Y,-0.072
13,25,Y,Z,0.072
13,25,Z,X,-0.018
13,25,Z,Y,-0.117
13,25,Z,Z,0.972
13,26,X,X,-0.018
13,26,X,Y,0.054
13,26,X,Z,-0.009
13,26,Y,X,0.027
13,26,Y,Y,0.054
13,26,Y,Z,-0.153
13,26,Z,X,-0.09
13,26,Z,Y,0.045
13,26,Z,Z,0.882
13,27,X,X,-0.036
13,27,X,Y,0.054
13,27,X,Z,-0.027
13,27,Y,X,-0.009
13,27,Y,Y,0.063
13,27,Y,Z,-0.108
13,27,Z,X,-0.054
13,27,Z,Y,-0.198
13,27,Z,Z,0.909
13,28,X,X,0.108
13,28,X,Y,-0.036
13,28,X,Z,0.045
13,28,Y,X,0.018
13,28,Y,Y,-0.135
13,28,Y,Z,-0.009
13,28,Z,X,-0.027
13,28,Z,Y,-0.036
13,28,Z,Z,1.08
13,29,X,X,0.0
13,29,X,Y,0.126
13,29,X,Z,0.117
13,29,Y,X,-0.009
13,29,Y,Y,-0.153
13,29,Y,Z,-0.108
13,29,Z,X,-0.009
13,29,Z,Y,0.153
13,29,Z,Z,0.945
14,15,X,X,-0.072
14,15,X,Y,0.063
14,15,X,Z,0.009
14,15,Y,X,0.09
14,15,Y,Y,-0.054
14,15,Y,Z,-0.108
14,15,Z,X,0.063
14,15,Z,Y,0.009
14,15,Z,Z,1.062
14,16,X,X,-0.117
14,16,X,Y,-0.144
14,16,X,Z,-0.081
14,16,Y,X,0.117
14,16,Y,Y,-0.081
14,16,Y,Z,-0.126
14,16,Z,X,-0.018
14,16,Z,Y,-0.009
14,16,Z,Z,1.017
14,17,X,X,0.135
14,17,X,Y,-0.189
14,17,X,Z,-0.018
14,17,Y,X,0.054
14,17,Y,Y,0.054
14,17,Y,Z,-0.054
14,17,Z,X,0.126
14,17,Z,Y,0.072
14,17,Z,Z,1.206
14,18,X,X,0.072
14,18,X,Y,-0.108
14,18,X,Z,0.09
14,18,Y,X,-0.153
14,18,Y,Y,0.054
14,18,Y,Z,-0.063
14,18,Z,X,0.009
14,18,Z,Y,-0.045
14,18,Z,Z,0.972
14,19,X,X,-0.108
14,19,X,Y,-0.045
14,19,X,Z,-0.045
14,19,Y,X,-0.045
14,19,Y,Y,-0.135
14,19,Y,Z,0.09
14,19,Z,X,0.018
14,19,Z,Y,-0.063
14,19,Z,Z,1.017
14,20,X,X,-0.126
14,20,X,Y,0.099
14,20,X,Z,-0.045
14,20,Y,X,0.036
14,20,Y,Y,0.126
14,20,Y,Z,-0.162
14,20,Z,X,-0.108
14,20,Z,Y,0.018
14,20,Z,Z,0.972
14,21,X,X,-0.117
14,21,X,Y,0.018
14,21,X,Z,0.117
14,21,Y,X,0.09
14,21,Y,Y,-0.072
14,21,Y,Z,-0.072
14,21,Z,X,-0.018
14,21,Z,Y,0.072
14,21,Z,Z,1.044
14,22,X,X,0.0
14,22,X,Y,0.081
14,22,X,Z,0.099
14,22,Y,X,0.009
14,22,Y,Y,0.117
14,22,Y,Z,-0.036
14,22,Z,X,-0.009
14,22,Z,Y,-0.054
14,22,Z,Z,1.107
14,23,X,X,0.144
14,23,X,Y,0.009
14,23,X,Z,-0.009
14,23,Y,X,-0.054
14,23,Y,Y,-0.063
14,23,Y,Z,-0.099
14,23,Z,X,0.0
14,23,Z,Y,-0.045
14,23,Z,Z,1.017
14,24,X,X,0.045
14,24,X,Y,0.036
14,24,X,Z,0.009
14,24,Y,X,-0.081
14,24,Y,Y,-0.18
14,24,Y,Z,-0.171
14,24,Z,X,-0.108
14,24,Z,Y,-0.072
14,24,Z,Z,1.008
14,25,X,X,-0.036
14,25,X,Y,0.054
14,25,X,Z,0.054
14,25,Y,X,-0.108
14,25,Y,Y,-0.243
14,25,Y,Z,-0.153
14,25,Z,X,0.081
14,25,Z,Y,0.135
14,25,Z,Z,1.08
14,26,X,X,0.0
14,26,X,Y,-0.09
14,26,X,Z,0.018
14,26,Y,X,0.072
14,26,Y,Y,0.0
14,26,Y,Z,-0.018
14,26,Z,X,-0.063
14,26,Z,Y,0.081
14,26,Z,Z,1.134
14,27,X,X,0.009
14,27,X,Y,-0.036
14,27,X,Z,0.009
14,27,Y,X,0.045
14,27,Y,Y,-0.18
14,27,Y,Z,-0.135
14,27,Z,X,0.063
14,27,Z,Y,-0.261
14,27,Z,Z,1.134
14,28,X,X,-0.054
14,28,X,Y,-0.072
14,28,X,Z,-0.036
14,28,Y,X,0.126
14,28,Y,Y,0.036
14,28,Y,Z,-0.018
14,28,Z,X,-0.063
14,28,Z,Y,0.081
14,28,Z,Z,0.99
14,29,X,X,0.018
14,29,X,Y,-0.063
14,29,X,Z,-0.081
14,29,Y,X,-0.09
14,29,Y,Y,0.099
14,29,Y,Z,-0.009
14,29,Z,X,0.09
14,29,Z,Y,-0.036
14,29,Z,Z,1.08
15,16,X,X,-0.045
15,16,X,Y,0.027
15,16,X,Z,-0.045
15,16,Y,X,-0.045
15,16,Y,Y,-0.099
15,16,Y,Z,0.108
15,16,Z,X,0.108
15,16,Z,Y,0.108
15,16,Z,Z,0.999
15,17,X,X,0.036
15,17,X,Y,0.153
15,17,X,Z,-0.036
15,17,Y,X,0.099
15,17,Y,Y,-0.09
15,17,Y,Z,-0.027
15,17,Z,X,-0.054
15,17,Z,Y,-0.054
15,17,Z,Z,1.017
15,18,X,X,0.018
15,18,X,Y,-0.081
15,18,X,Z,0.0
15,18,Y,X,0.018
15,18,Y,Y,-0.027
15,18,Y,Z,0.063
15,18,Z,X,0.108
15,18,Z,Y,-0.081
15,18,Z,Z,0.972
15,19,X,X,-0.063
15,19,X,Y,-0.054
15,19,X,Z,-0.126
15,19,Y,X,-0.018
15,19,Y,Y,-0.09
15,19,Y,Z,-0.036
15,19,Z,X,0.126
15,19,Z,Y,-0.027
15,19,Z,Z,1.134
15,20,X,X,0.0
15,20,X,Y,-0.153
15,20,X,Z,0.0
15,20,Y,X,-0.108
15,20,Y,Y,-0.018
15,20,Y,Z,-0.018
15,20,Z,X,-0.036
15,20,Z,Y,0.018
15,20,Z,Z,0.855
15,21,X,X,-0.171
15,21,X,Y,-0.099
15,21,X,Z,-0.117
15,21,Y,X,0.018
15,21,Y,Y,-0.18
15,21,Y,Z,0.054
15,21,Z,X,-0.018
15,21,Z,Y,0.063
15,21,Z,Z,1.134
15,22,X,X,-0.036
15,22,X,Y,-0.081
15,22,X,Z,0.0
15,22,Y,X,0.036
15,22,Y,Y,0.072
15,22,Y,Z,-0.216
15,22,Z,X,-0.144
15,22,Z,Y,-0.135
15,22,Z,Z,0.972
15,23,X,X,0.063
15,23,X,Y,-0.099
15,23,X,Z,-0.045
15,23,Y,X,-0.081
