i,j,P,Q,est
9,11,Y,X,0.18
9,11,Y,Y,-0.54
9,11,Y,Z,0.45
9,11,Z,X,0.09
9,11,Z,Y,0.18
9,11,Z,Z,0.99
9,12,X,X,0.36
9,12,X,Y,-0.45
9,12,X,Z,-0.36
9,12,Y,X,0.18
9,12,Y,Y,-0.18
9,12,Y,Z,0.09
9,12,Z,X,0.09
9,12,Z,Y,-0.09
9,12,Z,Z,0.72
9,13,X,X,0.18
9,13,X,Y,0.09
9,13,X,Z,-0.18
9,13,Y,X,-0.18
9,13,Y,Y,0.18
9,13,Y,Z,0.09
9,13,Z,X,-0.27
9,13,Z,Y,0.36
9,13,Z,Z,0.99
9,14,X,X,-0.09
9,14,X,Y,0.09
9,14,X,Z,0.09
9,14,Y,X,0.09
9,14,Y,Y,0.27
9,14,Y,Z,-0.09
9,14,Z,X,-0.45
9,14,Z,Y,-0.18
9,14,Z,Z,1.17
9,15,X,X,-0.18
9,15,X,Y,0.0
9,15,X,Z,0.27
9,15,Y,X,0.0
9,15,Y,Y,0.27
9,15,Y,Z,-0.18
9,15,Z,X,-0.81
9,15,Z,Y,0.0
9,15,Z,Z,1.17
9,16,X,X,0.27
9,16,X,Y,0.45
9,16,X,Z,-0.09
9,16,Y,X,0.36
9,16,Y,Y,-0.27
9,16,Y,Z,0.18
9,16,Z,X,0.09
9,16,Z,Y,-0.72
9,16,Z,Z,0.81
9,17,X,X,-0.54
9,17,X,Y,0.45
9,17,X,Z,-0.18
9,17,Y,X,0.09
9,17,Y,Y,-0.36
9,17,Y,Z,-0.18
9,17,Z,X,0.09
9,17,Z,Y,0.63
9,17,Z,Z,1.08
9,18,X,X,-0.27
9,18,X,Y,0.18
9,18,X,Z,0.0
9,18,Y,X,0.36
9,18,Y,Y,0.09
9,18,Y,Z,0.36
9,18,Z,X,-0.36
9,18,Z,Y,0.09
9,18,Z,Z,1.17
9,19,X,X,-0.18
9,19,X,Y,0.45
9,19,X,Z,-0.18
9,19,Y,X,0.09
9,19,Y,Y,0.09
9,19,Y,Z,0.27
9,19,Z,X,1.17
9,19,Z,Y,-0.18
9,19,Z,Z,1.17
9,20,X,X,0.0
9,20,X,Y,-0.18
9,20,X,Z,-0.09
9,20,Y,X,0.36
9,20,Y,Y,-0.09
9,20,Y,Z,0.36
9,20,Z,X,-0.09
9,20,Z,Y,0.09
9,20,Z,Z,1.08
9,21,X,X,0.27
9,21,X,Y,-0.18
9,21,X,Z,0.18
9,21,Y,X,-0.09
9,21,Y,Y,-0.36
9,21,Y,Z,0.18
9,21,Z,X,-0.36
9,21,Z,Y,-0.45
9,21,Z,Z,0.99
9,22,X,X,-0.18
9,22,X,Y,0.18
9,22,X,Z,0.09
9,22,Y,X,-0.09
9,22,Y,Y,0.27
9,22,Y,Z,0.27
9,22,Z,X,0.09
9,22,Z,Y,0.27
9,22,Z,Z,1.44
9,23,X,X,-0.18
9,23,X,Y,0.0
9,23,X,Z,0.27
9,23,Y,X,-0.45
9,23,Y,Y,-0.09
9,23,Y,Z,0.09
9,23,Z,X,-0.18
9,23,Z,Y,-0.45
9,23,Z,Z,0.99
9,24,X,X,-0.09
9,24,X,Y,0.36
9,24,X,Z,-0.36
9,24,Y,X,0.0
9,24,Y,Y,-0.27
9,24,Y,Z,-0.18
9,24,Z,X,0.54
9,24,Z,Y,0.36
9,24,Z,Z,0.9
9,25,X,X,-0.09
9,25,X,Y,0.27
9,25,X,Z,-0.63
9,25,Y,X,-0.27
9,25,Y,Y,-0.36
9,25,Y,Z,0.0
9,25,Z,X,0.27
9,25,Z,Y,0.09
9,25,Z,Z,0.72
9,26,X,X,-0.54
9,26,X,Y,0.09
9,26,X,Z,0.0
9,26,Y,X,0.0
9,26,Y,Y,0.72
9,26,Y,Z,-0.09
9,26,Z,X,0.27
9,26,Z,Y,0.09
9,26,Z,Z,1.08
9,27,X,X,-0.09
9,27,X,Y,0.09
9,27,X,Z,-0.45
9,27,Y,X,-0.18
9,27,Y,Y,0.36
9,27,Y,Z,0.09
9,27,Z,X,-0.45
9,27,Z,Y,0.0
9,27,Z,Z,0.99
9,28,X,X,-0.36
9,28,X,Y,0.63
9,28,X,Z,-0.18
9,28,Y,X,0.09
9,28,Y,Y,-0.18
9,28,Y,Z,0.18
9,28,Z,X,-0.36
9,28,Z,Y,0.18
9,28,Z,Z,0.54
9,29,X,X,0.45
9,29,X,Y,0.0
9,29,X,Z,0.54
9,29,Y,X,0.27
9,29,Y,Y,0.09
9,29,Y,Z,0.09
9,29,Z,X,0.09
9,29,Z,Y,-0.99
9,29,Z,Z,0.54
10,11,X,X,0.18
10,11,X,Y,-0.18
10,11,X,Z,0.36
10,11,Y,X,0.09
10,11,Y,Y,-0.09
10,11,Y,Z,-0.09
10,11,Z,X,0.18
10,11,Z,Y,0.0
10,11,Z,Z,0.99
10,12,X,X,-0.54
10,12,X,Y,0.63
10,12,X,Z,0.27
10,12,Y,X,-0.45
10,12,Y,Y,-0.18
10,12,Y,Z,-0.18
10,12,Z,X,0.36
10,12,Z,Y,0.27
10,12,Z,Z,0.9
10,13,X,X,0.09
10,13,X,Y,0.09
10,13,X,Z,-0.36
10,13,Y,X,0.36
10,13,Y,Y,-0.45
10,13,Y,Z,-0.18
10,13,Z,X,-0.9
10,13,Z,Y,0.09
10,13,Z,Z,1.08
10,14,X,X,-0.09
10,14,X,Y,-0.18
10,14,X,Z,-0.27
10,14,Y,X,0.09
10,14,Y,Y,0.18
10,14,Y,Z,-0.36
10,14,Z,X,0.09
10,14,Z,Y,-0.36
10,14,Z,Z,1.08
10,15,X,X,0.09
10,15,X,Y,0.09
10,15,X,Z,0.0
10,15,Y,X,0.27
10,15,Y,Y,-0.09
10,15,Y,Z,-0.45
10,15,Z,X,-0.45
10,15,Z,Y,0.09
10,15,Z,Z,0.63
10,16,X,X,0.0
10,16,X,Y,0.36
10,16,X,Z,0.18
10,16,Y,X,-0.36
10,16,Y,Y,0.0
10,16,Y,Z,0.09
10,16,Z,X,0.18
10,16,Z,Y,0.0
10,16,Z,Z,1.35
10,17,X,X,-0.27
10,17,X,Y,-0.09
10,17,X,Z,-0.36
10,17,Y,X,0.36
10,17,Y,Y,-0.18
10,17,Y,Z,-0.27
10,17,Z,X,0.09
10,17,Z,Y,0.27
10,17,Z,Z,1.17
10,18,X,X,-0.54
10,18,X,Y,0.0
10,18,X,Z,-0.18
10,18,Y,X,0.09
10,18,Y,Y,0.18
10,18,Y,Z,0.0
10,18,Z,X,-0.36
10,18,Z,Y,0.72
10,18,Z,Z,0.99
10,19,X,X,-0.18
10,19,X,Y,0.09
10,19,X,Z,-0.09
10,19,Y,X,0.27
10,19,Y,Y,0.45
10,19,Y,Z,0.09
10,19,Z,X,0.09
10,19,Z,Y,0.18
10,19,Z,Z,0.72
10,20,X,X,0.09
10,20,X,Y,-0.36
10,20,X,Z,-0.09
10,20,Y,X,0.0
10,20,Y,Y,0.36
10,20,Y,Z,-0.27
10,20,Z,X,0.36
10,20,Z,Y,-0.18
10,20,Z,Z,1.17
10,21,X,X,-0.27
10,21,X,Y,0.09
10,21,X,Z,-0.36
10,21,Y,X,0.18
10,21,Y,Y,-0.45
10,21,Y,Z,-0.18
10,21,Z,X,-0.45
10,21,Z,Y,0.45
10,21,Z,Z,0.45
10,22,X,X,-0.45
10,22,X,Y,-0.63
10,22,X,Z,-0.18
10,22,Y,X,0.36
10,22,Y,Y,-0.09
10,22,Y,Z,-0.36
10,22,Z,X,-0.09
10,22,Z,Y,0.18
10,22,Z,Z,1.08
10,23,X,X,0.0
10,23,X,Y,-0.18
10,23,X,Z,-0.54
10,23,Y,X,-0.36
10,23,Y,Y,0.45
10,23,Y,Z,0.36
10,23,Z,X,-0.27
10,23,Z,Y,0.27
10,23,Z,Z,0.99
10,24,X,X,-0.36
10,24,X,Y,0.18
10,24,X,Z,-0.9
10,24,Y,X,-0.18
10,24,Y,Y,0.36
10,24,Y,Z,-0.27
10,24,Z,X,-0.27
10,24,Z,Y,0.09
10,24,Z,Z,1.17
10,25,X,X,0.45
10,25,X,Y,0.36
10,25,X,Z,0.27
10,25,Y,X,0.36
10,25,Y,Y,0.09
10,25,Y,Z,-0.18
10,25,Z,X,0.0
10,25,Z,Y,0.09
10,25,Z,Z,0.72
10,26,X,X,-0.09
10,26,X,Y,-0.27
10,26,X,Z,0.0
10,26,Y,X,-0.09
10,26,Y,Y,0.09
10,26,Y,Z,-0.45
10,26,Z,X,-0.27
10,26,Z,Y,0.72
10,26,Z,Z,0.9
10,27,X,X,0.27
10,27,X,Y,-0.45
10,27,X,Z,0.54
10,27,Y,X,0.0
10,27,Y,Y,-0.45
10,27,Y,Z,-0.18
10,27,Z,X,-0.63
10,27,Z,Y,-0.27
10,27,Z,Z,1.17
10,28,X,X,-0.45
10,28,X,Y,-0.63
10,28,X,Z,0.0
10,28,Y,X,0.36
10,28,Y,Y,0.09
10,28,Y,Z,0.0
10,28,Z,X,-0.36
10,28,Z,Y,-0.27
10,28,Z,Z,0.72
10,29,X,X,0.27
10,29,X,Y,0.45
10,29,X,Z,0.54
10,29,Y,X,-0.18
10,29,Y,Y,0.09
10,29,Y,Z,0.0
10,29,Z,X,-0.18
10,29,Z,Y,-0.18
10,29,Z,Z,0.99
11,12,X,X,0.18
11,12,X,Y,-0.27
11,12,X,Z,0.36
11,12,Y,X,0.18
11,12,Y,Y,-0.09
11,12,Y,Z,0.0
11,12,Z,X,-0.09
11,12,Z,Y,0.0
11,12,Z,Z,0.81
11,13,X,X,0.0
11,13,X,Y,-0.36
11,13,X,Z,0.09
11,13,Y,X,-0.09
11,13,Y,Y,-0.27
11,13,Y,Z,-0.09
11,13,Z,X,-0.54
11,13,Z,Y,0.0
11,13,Z,Z,0.72
11,14,X,X,0.09
11,14,X,Y,-0.18
11,14,X,Z,-0.54
11,14,Y,X,0.18
11,14,Y,Y,0.09
11,14,Y,Z,0.18
11,14,Z,X,-0.54
11,14,Z,Y,0.09
11,14,Z,Z,0.81
11,15,X,X,-0.09
11,15,X,Y,0.09
11,15,X,Z,-0.27
11,15,Y,X,-0.18
11,15,Y,Y,-0.36
11,15,Y,Z,0.27
11,15,Z,X,0.18
11,15,Z,Y,0.36
11,15,Z,Z,1.26
11,16,X,X,-0.09
11,16,X,Y,-0.18
11,16,X,Z,0.18
11,16,Y,X,0.09
11,16,Y,Y,-0.36
11,16,Y,Z,0.18
11,16,Z,X,-0.18
11,16,Z,Y,0.0
11,16,Z,Z,1.44
11,17,X,X,0.0
11,17,X,Y,-0.27
11,17,X,Z,0.36
11,17,Y,X,-0.27
11,17,Y,Y,-0.18
11,17,Y,Z,0.0
11,17,Z,X,0.09
11,17,Z,Y,0.09
11,17,Z,Z,0.9
11,18,X,X,0.27
11,18,X,Y,0.18
11,18,X,Z,0.0
11,18,Y,X,0.0
11,18,Y,Y,0.45
11,18,Y,Z,-0.18
11,18,Z,X,-0.18
11,18,Z,Y,0.45
11,18,Z,Z,0.63
11,19,X,X,0.0
11,19,X,Y,0.27
11,19,X,Z,0.18
11,19,Y,X,-0.36
11,19,Y,Y,0.0
11,19,Y,Z,0.27
11,19,Z,X,0.0
11,19,Z,Y,0.27
11,19,Z,Z,0.99
11,20,X,X,0.54
11,20,X,Y,-0.45
11,20,X,Z,0.36
11,20,Y,X,0.36
11,20,Y,Y,-0.45
11,20,Y,Z,-0.18
11,20,Z,X,-0.09
11,20,Z,Y,-0.18
11,20,Z,Z,1.17
11,21,X,X,0.18
11,21,X,Y,0.09
11,21,X,Z,0.0
11,21,Y,X,0.0
11,21,Y,Y,-0.54
11,21,Y,Z,0.27
11,21,Z,X,-0.18
11,21,Z,Y,0.0
11,21,Z,Z,0.72
11,22,X,X,0.27
11,22,X,Y,0.36
11,22,X,Z,0.36
11,22,Y,X,0.27
11,22,Y,Y,0.81
11,22,Y,Z,0.09
11,22,Z,X,-0.18
11,22,Z,Y,-0.09
11,22,Z,Z,0.81
11,23,X,X,-0.27
11,23,X,Y,0.09
11,23,X,Z,0.09
11,23,Y,X,-0.18
11,23,Y,Y,-0.54
11,23,Y,Z,0.27
11,23,Z,X,0.18
11,23,Z,Y,-0.09
11,23,Z,Z,1.17
11,24,X,X,-0.09
11,24,X,Y,-0.27
11,24,X,Z,0.45
11,24,Y,X,-0.36
11,24,Y,Y,0.45
11,24,Y,Z,-0.18
11,24,Z,X,0.0
11,24,Z,Y,0.45
11,24,Z,Z,0.81
11,25,X,X,0.0
11,25,X,Y,-0.27
11,25,X,Z,-0.18
11,25,Y,X,0.18
11,25,Y,Y,0.09
11,25,Y,Z,-0.36
11,25,Z,X,0.09
11,25,Z,Y,0.18
11,25,Z,Z,0.99
11,26,X,X,0.45
11,26,X,Y,-0.27
11,26,X,Z,-0.09
11,26,Y,X,0.27
11,26,Y,Y,0.0
11,26,Y,Z,0.0
11,26,Z,X,-0.27
11,26,Z,Y,0.09
11,26,Z,Z,1.08
11,27,X,X,0.45
11,27,X,Y,-0.09
11,27,X,Z,0.45
11,27,Y,X,0.0
11,27,Y,Y,-0.27
11,27,Y,Z,0.0
11,27,Z,X,-0.63
11,27,Z,Y,-0.45
11,27,Z,Z,0.9
11,28,X,X,-0.54
11,28,X,Y,-0.09
11,28,X,Z,-0.36
11,28,Y,X,-0.18
11,28,Y,Y,0.36
11,28,Y,Z,-0.27
11,28,Z,X,-0.63
11,28,Z,Y,-0.36
11,28,Z,Z,0.81
11,29,X,X,-0.27
11,29,X,Y,0.09
11,29,X,Z,-0.27
11,29,Y,X,0.09
11,29,Y,Y,-0.45
11,29,Y,Z,-0.09
11,29,Z,X,-0.09
11,29,Z,Y,-0.18
11,29,Z,Z,1.17
12,13,X,X,-0.45
12,13,X,Y,0.09
12,13,X,Z,0.27
12,13,Y,X,-0.36
12,13,Y,Y,-0.09
12,13,Y,Z,0.63
12,13,Z,X,-0.54
12,13,Z,Y,0.27
12,13,Z,Z,1.08
12,14,X,X,0.0
12,14,X,Y,0.36
12,14,X,Z,0.45
12,14,Y,X,-0.09
12,14,Y,Y,0.09
12,14,Y,Z,0.54
12,14,Z,X,0.0
12,14,Z,Y,-0.81
12,14,Z,Z,1.08
12,15,X,X,0.27
12,15,X,Y,-0.36
12,15,X,Z,0.18
12,15,Y,X,0.09
12,15,Y,Y,-0.36
12,15,Y,Z,0.27
12,15,Z,X,-0.09
12,15,Z,Y,-0.27
12,15,Z,Z,0.81
12,16,X,X,-0.36
12,16,X,Y,0.18
12,16,X,Z,0.09
12,16,Y,X,0.27
12,16,Y,Y,-0.18
12,16,Y,Z,-0.09
12,16,Z,X,0.09
12,16,Z,Y,0.18
12,16,Z,Z,1.26
12,17,X,X,0.09
12,17,X,Y,0.18
12,17,X,Z,0.18
12,17,Y,X,0.09
12,17,Y,Y,0.18
12,17,Y,Z,-0.09
12,17,Z,X,0.18
12,17,Z,Y,0.0
12,17,Z,Z,0.99
12,18,X,X,0.27
12,18,X,Y,0.0
12,18,X,Z,0.18
12,18,Y,X,-0.54
12,18,Y,Y,-0.09
12,18,Y,Z,-0.09
12,18,Z,X,0.0
12,18,Z,Y,0.27
12,18,Z,Z,0.9
12,19,X,X,-0.36
12,19,X,Y,0.18
12,19,X,Z,0.27
12,19,Y,X,-0.36
12,19,Y,Y,-0.09
12,19,Y,Z,0.45
12,19,Z,X,0.0
12,19,Z,Y,-0.09
12,19,Z,Z,0.9
12,20,X,X,0.27
12,20,X,Y,-0.18
12,20,X,Z,0.36
12,20,Y,X,-0.09
12,20,Y,Y,0.18
12,20,Y,Z,0.27
12,20,Z,X,0.09
12,20,Z,Y,0.18
12,20,Z,Z,1.08
12,21,X,X,-0.45
12,21,X,Y,0.36
12,21,X,Z,-0.18
12,21,Y,X,-0.45
12,21,Y,Y,0.36
12,21,Y,Z,0.27
12,21,Z,X,-0.18
12,21,Z,Y,0.27
12,21,Z,Z,0.9
12,22,X,X,-0.36
12,22,X,Y,0.18
12,22,X,Z,0.09
12,22,Y,X,-0.27
12,22,Y,Y,0.0
12,22,Y,Z,0.09
12,22,Z,X,-0.09
12,22,Z,Y,0.18
12,22,Z,Z,0.72
12,23,X,X,-0.09
12,23,X,Y,-0.09
12,23,X,Z,0.09
12,23,Y,X,-0.27
12,23,Y,Y,-0.18
12,23,Y,Z,-0.27
12,23,Z,X,0.63
12,23,Z,Y,-0.27
12,23,Z,Z,0.81
12,24,X,X,0.0
12,24,X,Y,-0.9
12,24,X,Z,0.45
12,24,Y,X,-0.09
12,24,Y,Y,-0.36
12,24,Y,Z,-0.09
12,24,Z,X,-0.54
12,24,Z,Y,0.09
12,24,Z,Z,1.26
12,25,X,X,-0.54
12,25,X,Y,0.09
12,25,X,Z,0.0
12,25,Y,X,-0.09
12,25,Y,Y,0.18
12,25,Y,Z,-0.09
12,25,Z,X,0.18
12,25,Z,Y,-0.45
12,25,Z,Z,1.08
12,26,X,X,-0.09
12,26,X,Y,0.09
12,26,X,Z,-0.27
12,26,Y,X,0.18
12,26,Y,Y,-0.09
12,26,Y,Z,-0.09
12,26,Z,X,0.72
12,26,Z,Y,0.0
12,26,Z,Z,0.81
12,27,X,X,0.27
12,27,X,Y,0.18
12,27,X,Z,0.18
12,27,Y,X,-0.18
12,27,Y,Y,0.45
12,27,Y,Z,0.45
12,27,Z,X,-0.45
12,27,Z,Y,-0.18
12,27,Z,Z,1.44
12,28,X,X,-0.09
12,28,X,Y,0.45
12,28,X,Z,0.27
12,28,Y,X,-0.27
12,28,Y,Y,-0.9
12,28,Y,Z,0.09
12,28,Z,X,-0.09
12,28,Z,Y,-0.54
12,28,Z,Z,1.26
12,29,X,X,0.45
12,29,X,Y,-0.81
12,29,X,Z,0.27
12,29,Y,X,0.45
12,29,Y,Y,0.09
12,29,Y,Z,0.0
12,29,Z,X,-0.27
12,29,Z,Y,-0.18
12,29,Z,Z,1.08
13,14,X,X,-0.18
13,14,X,Y,-0.09
13,14,X,Z,-0.54
13,14,Y,X,0.27
13,14,Y,Y,-0.27
13,14,Y,Z,0.81
13,14,Z,X,-0.54
13,14,Z,Y,-0.36
13,14,Z,Z,1.26
13,15,X,X,0.09
13,15,X,Y,0.27
13,15,X,Z,-0.27
13,15,Y,X,-0.09
13,15,Y,Y,-0.09
13,15,Y,Z,-0.09
13,15,Z,X,0.09
13,15,Z,Y,0.27
13,15,Z,Z,1.26
13,16,X,X,-0.27
13,16,X,Y,0.45
13,16,X,Z,-0.63
13,16,Y,X,0.09
13,16,Y,Y,0.18
13,16,Y,Z,0.0
13,16,Z,X,0.18
13,16,Z,Y,-0.09
13,16,Z,Z,0.99
13,17,X,X,-0.18
13,17,X,Y,0.09
13,17,X,Z,-0.54
13,17,Y,X,0.0
13,17,Y,Y,0.45
13,17,Y,Z,-0.18
13,17,Z,X,0.0
13,17,Z,Y,0.18
13,17,Z,Z,0.72
13,18,X,X,0.54
13,18,X,Y,-0.18
13,18,X,Z,-0.27
13,18,Y,X,0.0
13,18,Y,Y,0.0
13,18,Y,Z,0.27
13,18,Z,X,-0.09
13,18,Z,Y,0.36
13,18,Z,Z,0.81
13,19,X,X,-0.27
13,19,X,Y,-0.18
13,19,X,Z,-0.54
13,19,Y,X,-0.09
13,19,Y,Y,-0.18
13,19,Y,Z,0.36
13,19,Z,X,-0.36
13,19,Z,Y,0.0
13,19,Z,Z,1.26
13,20,X,X,0.0
13,20,X,Y,-0.09
13,20,X,Z,-0.72
13,20,Y,X,0.18
13,20,Y,Y,0.27
13,20,Y,Z,0.36
13,20,Z,X,0.09
13,20,Z,Y,0.18
13,20,Z,Z,1.35
13,21,X,X,0.36
13,21,X,Y,-0.27
13,21,X,Z,-0.36
13,21,Y,X,0.09
13,21,Y,Y,0.0
13,21,Y,Z,-0.18
13,21,Z,X,0.09
13,21,Z,Y,0.36
13,21,Z,Z,0.99
13,22,X,X,-0.27
13,22,X,Y,-0.09
13,22,X,Z,-0.27
13,22,Y,X,0.18
13,22,Y,Y,0.09
13,22,Y,Z,0.36
13,22,Z,X,-0.09
13,22,Z,Y,0.18
13,22,Z,Z,1.35
13,23,X,X,0.18
13,23,X,Y,-0.18
13,23,X,Z,-0.27
13,23,Y,X,-0.27
13,23,Y,Y,0.36
13,23,Y,Z,-0.18
13,23,Z,X,0.0
13,23,Z,Y,-0.18
13,23,Z,Z,1.08
13,24,X,X,0.0
13,24,X,Y,0.36
13,24,X,Z,-0.45
13,24,Y,X,-0.27
13,24,Y,Y,-0.36
13,24,Y,Z,0.18
13,24,Z,X,0.0
13,24,Z,Y,0.09
13,24,Z,Z,1.53
13,25,X,X,0.18
13,25,X,Y,0.18
13,25,X,Z,-0.63
13,25,Y,X,-0.45
13,25,Y,Y,0.27
13,25,Y,Z,0.45
13,25,Z,X,-0.18
13,25,Z,Y,-0.09
13,25,Z,Z,1.17
13,26,X,X,0.27
13,26,X,Y,0.0
13,26,X,Z,-0.18
13,26,Y,X,0.27
13,26,Y,Y,0.18
13,26,Y,Z,0.36
13,26,Z,X,-0.27
13,26,Z,Y,0.18
13,26,Z,Z,0.99
13,27,X,X,0.27
13,27,X,Y,0.18
13,27,X,Z,-0.36
13,27,Y,X,0.27
13,27,Y,Y,0.18
13,27,Y,Z,0.18
13,27,Z,X,-0.9
13,27,Z,Y,0.09
13,27,Z,Z,1.35
13,28,X,X,-0.36
13,28,X,Y,0.99
13,28,X,Z,-0.18
13,28,Y,X,-0.36
13,28,Y,Y,0.0
13,28,Y,Z,0.45
13,28,Z,X,-0.45
13,28,Z,Y,0.0
13,28,Z,Z,0.99
13,29,X,X,0.36
13,29,X,Y,0.18
13,29,X,Z,-0.63
13,29,Y,X,-0.09
13,29,Y,Y,0.09
13,29,Y,Z,0.09
13,29,Z,X,0.18
13,29,Z,Y,-0.27
13,29,Z,Z,0.63
14,15,X,X,-0.18
14,15,X,Y,-0.72
14,15,X,Z,-0.45
14,15,Y,X,-0.09
14,15,Y,Y,-0.27
14,15,Y,Z,-0.54
14,15,Z,X,0.0
14,15,Z,Y,-0.36
14,15,Z,Z,1.17
14,16,X,X,0.09
14,16,X,Y,-0.18
14,16,X,Z,0.0
14,16,Y,X,0.18
14,16,Y,Y,-0.36
14,16,Y,Z,-0.18
14,16,Z,X,0.09
14,16,Z,Y,-0.18
14,16,Z,Z,1.08
14,17,X,X,0.54
14,17,X,Y,-0.36
14,17,X,Z,0.09
14,17,Y,X,-0.63
14,17,Y,Y,0.27
14,17,Y,Z,-0.54
14,17,Z,X,0.09
14,17,Z,Y,0.09
14,17,Z,Z,1.35
14,18,X,X,0.0
14,18,X,Y,0.45
14,18,X,Z,-0.18
14,18,Y,X,0.18
14,18,Y,Y,-0.54
14,18,Y,Z,0.0
14,18,Z,X,-0.27
14,18,Z,Y,0.27
14,18,Z,Z,1.17
14,19,X,X,-0.36
14,19,X,Y,0.09
14,19,X,Z,-0.36
14,19,Y,X,-0.18
14,19,Y,Y,0.0
14,19,Y,Z,-0.54
14,19,Z,X,0.0
14,19,Z,Y,0.09
14,19,Z,Z,1.26
14,20,X,X,0.18
14,20,X,Y,0.27
14,20,X,Z,-0.72
14,20,Y,X,0.0
14,20,Y,Y,0.27
14,20,Y,Z,-0.45
14,20,Z,X,-0.63
14,20,Z,Y,0.0
14,20,Z,Z,1.26
14,21,X,X,0.09
14,21,X,Y,-0.36
14,21,X,Z,-0.18
14,21,Y,X,-0.27
14,21,Y,Y,-0.72
14,21,Y,Z,0.27
14,21,Z,X,-0.54
14,21,Z,Y,-0.45
14,21,Z,Z,1.08
14,22,X,X,-0.18
14,22,X,Y,-0.09
14,22,X,Z,-0.18
14,22,Y,X,0.09
14,22,Y,Y,-0.09
14,22,Y,Z,-0.36
14,22,Z,X,-0.27
14,22,Z,Y,0.18
14,22,Z,Z,0.9
14,23,X,X,0.09
14,23,X,Y,-0.27
14,23,X,Z,-0.63
14,23,Y,X,-0.09
14,23,Y,Y,0.27
14,23,Y,Z,-0.36
14,23,Z,X,-0.27
14,23,Z,Y,-0.18
14,23,Z,Z,0.9
14,24,X,X,-0.45
14,24,X,Y,-0.36
14,24,X,Z,-0.54
14,24,Y,X,0.18
14,24,Y,Y,0.54
14,24,Y,Z,-0.36
14,24,Z,X,0.0
14,24,Z,Y,0.27
14,24,Z,Z,1.08
14,25,X,X,0.0
14,25,X,Y,-0.36
14,25,X,Z,-0.27
14,25,Y,X,0.0
14,25,Y,Y,-0.18
14,25,Y,Z,-0.36
14,25,Z,X,-0.09
14,25,Z,Y,0.18
14,25,Z,Z,0.9
14,26,X,X,-0.18
14,26,X,Y,0.09
14,26,X,Z,-0.9
14,26,Y,X,-0.09
14,26,Y,Y,-0.18
14,26,Y,Z,-0.63
14,26,Z,X,0.18
14,26,Z,Y,-0.09
14,26,Z,Z,1.08
14,27,X,X,0.54
14,27,X,Y,-0.09
14,27,X,Z,-0.18
14,27,Y,X,0.09
14,27,Y,Y,-0.27
14,27,Y,Z,-0.54
14,27,Z,X,-0.81
14,27,Z,Y,0.09
14,27,Z,Z,0.99
14,28,X,X,0.0
14,28,X,Y,0.09
14,28,X,Z,0.18
14,28,Y,X,-0.09
14,28,Y,Y,0.27
14,28,Y,Z,-0.18
14,28,Z,X,-0.36
14,28,Z,Y,-0.63
14,28,Z,Z,1.08
14,29,X,X,-0.45
14,29,X,Y,0.18
14,29,X,Z,-0.18
14,29,Y,X,-0.36
14,29,Y,Y,0.09
14,29,Y,Z,-0.81
14,29,Z,X,-0.36
14,29,Z,Y,-0.27
14,29,Z,Z,0.54
15,16,X,X,0.27
15,16,X,Y,0.27
15,16,X,Z,0.09
15,16,Y,X,-0.27
15,16,Y,Y,0.45
15,16,Y,Z,-0.27
15,16,Z,X,-0.54
15,16,Z,Y,-0.36
15,16,Z,Z,1.26
15,17,X,X,0.36
15,17,X,Y,-0.45
15,17,X,Z,-0.36
15,17,Y,X,-0.45
15,17,Y,Y,0.36
15,17,Y,Z,-0.18
15,17,Z,X,-0.09
15,17,Z,Y,0.09
15,17,Z,Z,1.26
15,18,X,X,-0.18
15,18,X,Y,0.27
15,18,X,Z,-0.36
15,18,Y,X,-0.09
15,18,Y,Y,-0.36
15,18,Y,Z,0.0
15,18,Z,X,-0.54
15,18,Z,Y,-0.45
15,18,Z,Z,0.99
15,19,X,X,-0.27
15,19,X,Y,0.63
15,19,X,Z,0.09
15,19,Y,X,0.0
15,19,Y,Y,0.0
15,19,Y,Z,-0.27
15,19,Z,X,0.27
15,19,Z,Y,-0.09
15,19,Z,Z,1.08
15,20,X,X,-0.18
15,20,X,Y,0.0
15,20,X,Z,-0.27
15,20,Y,X,0.09
15,20,Y,Y,-0.36
15,20,Y,Z,0.18
15,20,Z,X,-0.36
15,20,Z,Y,0.0
15,20,Z,Z,1.08
15,21,X,X,-0.09
15,21,X,Y,-0.18
15,21,X,Z,-0.18
15,21,Y,X,-0.09
15,21,Y,Y,0.0
15,21,Y,Z,-0.18
15,21,Z,X,-0.36
15,21,Z,Y,-0.09
15,21,Z,Z,0.81
15,22,X,X,0.18
15,22,X,Y,-0.36
15,22,X,Z,-0.63
15,22,Y,X,-0.54
15,22,Y,Y,0.09
15,22,Y,Z,0.0
15,22,Z,X,-0.18
15,22,Z,Y,-0.09
15,22,Z,Z,0.81
15,23,X,X,-0.27
15,23,X,Y,0.0
15,23,X,Z,0.18
15,23,Y,X,-0.45
15,23,Y,Y,-0.18
15,23,Y,Z,-0.18
15,23,Z,X,-0.09
15,23,Z,Y,-0.72
15,23,Z,Z,1.17
15,24,X,X,-0.09
15,24,X,Y,-0.45
15,24,X,Z,-0.27
15,24,Y,X,0.09
15,24,Y,Y,-0.18
15,24,Y,Z,-0.18
15,24,Z,X,0.09
15,24,Z,Y,0.54
15,24,Z,Z,0.81
15,25,X,X,-0.27
15,25,X,Y,0.18
