i,j,P,Q,est
4,9,X,X,1.8
4,9,X,Y,0.0
4,9,X,Z,0.0
4,9,Y,X,0.0
4,9,Y,Y,-0.9
4,9,Y,Z,0.0
4,9,Z,X,0.0
4,9,Z,Y,-0.9
4,9,Z,Z,1.8
4,10,X,X,-0.9
4,10,X,Y,0.0
4,10,X,Z,0.9
4,10,Y,X,0.0
4,10,Y,Y,-1.8
4,10,Y,Z,-0.9
4,10,Z,X,-0.9
4,10,Z,Y,0.0
4,10,Z,Z,1.8
4,11,X,X,-0.9
4,11,X,Y,0.0
4,11,X,Z,0.9
4,11,Y,X,1.8
4,11,Y,Y,0.0
4,11,Y,Z,-2.7
4,11,Z,X,-0.9
4,11,Z,Y,-0.9
4,11,Z,Z,0.9
4,12,X,X,0.0
4,12,X,Y,0.9
4,12,X,Z,0.9
4,12,Y,X,-0.9
4,12,Y,Y,0.0
4,12,Y,Z,-1.8
4,12,Z,X,-0.9
4,12,Z,Y,0.0
4,12,Z,Z,1.8
4,13,X,X,0.0
4,13,X,Y,0.0
4,13,X,Z,0.0
4,13,Y,X,-1.8
4,13,Y,Y,-1.8
4,13,Y,Z,0.9
4,13,Z,X,0.0
4,13,Z,Y,0.9
4,13,Z,Z,0.0
4,14,X,X,0.0
4,14,X,Y,0.0
4,14,X,Z,0.0
4,14,Y,X,0.0
4,14,Y,Y,0.9
4,14,Y,Z,-1.8
4,14,Z,X,0.9
4,14,Z,Y,-0.9
4,14,Z,Z,0.9
4,15,X,X,0.9
4,15,X,Y,0.9
4,15,X,Z,0.0
4,15,Y,X,0.9
4,15,Y,Y,-0.9
4,15,Y,Z,0.9
4,15,Z,X,0.9
4,15,Z,Y,-1.8
4,15,Z,Z,0.0
4,16,X,X,0.0
4,16,X,Y,1.8
4,16,X,Z,0.0
4,16,Y,X,-0.9
4,16,Y,Y,-0.9
4,16,Y,Z,-0.9
4,16,Z,X,0.0
4,16,Z,Y,-0.9
4,16,Z,Z,0.0
4,17,X,X,0.0
4,17,X,Y,0.0
4,17,X,Z,0.0
4,17,Y,X,0.0
4,17,Y,Y,-0.9
4,17,Y,Z,0.0
4,17,Z,X,0.9
4,17,Z,Y,1.8
4,17,Z,Z,0.0
4,18,X,X,0.0
4,18,X,Y,0.9
4,18,X,Z,0.9
4,18,Y,X,0.9
4,18,Y,Y,-1.8
4,18,Y,Z,0.0
4,18,Z,X,-0.9
4,18,Z,Y,-0.9
4,18,Z,Z,0.9
4,19,X,X,-0.9
4,19,X,Y,0.9
4,19,X,Z,0.0
4,19,Y,X,0.0
4,19,Y,Y,0.0
4,19,Y,Z,-0.9
4,19,Z,X,-0.9
4,19,Z,Y,0.0
4,19,Z,Z,0.0
4,20,X,X,0.0
4,20,X,Y,0.9
4,20,X,Z,-0.9
4,20,Y,X,-0.9
4,20,Y,Y,-0.9
4,20,Y,Z,0.9
4,20,Z,X,1.8
4,20,Z,Y,-0.9
4,20,Z,Z,0.0
4,21,X,X,-0.9
4,21,X,Y,0.0
4,21,X,Z,0.9
4,21,Y,X,-1.8
4,21,Y,Y,0.0
4,21,Y,Z,-0.9
4,21,Z,X,0.9
4,21,Z,Y,0.0
4,21,Z,Z,0.0
4,22,X,X,0.0
4,22,X,Y,0.9
4,22,X,Z,-0.9
4,22,Y,X,0.9
4,22,Y,Y,0.0
4,22,Y,Z,-1.8
4,22,Z,X,0.9
4,22,Z,Y,0.9
4,22,Z,Z,0.9
4,23,X,X,0.9
4,23,X,Y,0.0
4,23,X,Z,-0.9
4,23,Y,X,1.8
4,23,Y,Y,-0.9
4,23,Y,Z,1.8
4,23,Z,X,-0.9
4,23,Z,Y,0.0
4,23,Z,Z,0.0
4,24,X,X,0.9
4,24,X,Y,0.0
4,24,X,Z,-0.9
4,24,Y,X,0.0
4,24,Y,Y,-0.9
4,24,Y,Z,0.0
4,24,Z,X,0.9
4,24,Z,Y,0.0
4,24,Z,Z,1.8
4,25,X,X,0.9
4,25,X,Y,-0.9
4,25,X,Z,0.0
4,25,Y,X,0.9
4,25,Y,Y,0.0
4,25,Y,Z,0.0
4,25,Z,X,0.0
4,25,Z,Y,0.9
4,25,Z,Z,1.8
4,26,X,X,0.0
4,26,X,Y,0.0
4,26,X,Z,0.0
4,26,Y,X,-0.9
4,26,Y,Y,0.0
4,26,Y,Z,0.0
4,26,Z,X,0.0
4,26,Z,Y,1.8
4,26,Z,Z,0.9
4,27,X,X,0.0
4,27,X,Y,0.0
4,27,X,Z,0.0
4,27,Y,X,0.9
4,27,Y,Y,1.8
4,27,Y,Z,-1.8
4,27,Z,X,1.8
4,27,Z,Y,0.0
4,27,Z,Z,0.9
4,28,X,X,0.9
4,28,X,Y,-0.9
4,28,X,Z,0.0
4,28,Y,X,0.9
4,28,Y,Y,0.0
4,28,Y,Z,0.0
4,28,Z,X,0.0
4,28,Z,Y,0.0
4,28,Z,Z,2.7
4,29,X,X,0.9
4,29,X,Y,0.0
4,29,X,Z,0.9
4,29,Y,X,0.0
4,29,Y,Y,0.0
4,29,Y,Z,-0.9
4,29,Z,X,0.0
4,29,Z,Y,0.9
4,29,Z,Z,0.0
5,6,X,X,-2.7
5,6,X,Y,0.0
5,6,X,Z,1.8
5,6,Y,X,0.0
5,6,Y,Y,-0.9
5,6,Y,Z,-0.9
5,6,Z,X,0.0
5,6,Z,Y,0.9
5,6,Z,Z,0.0
5,7,X,X,0.0
5,7,X,Y,0.0
5,7,X,Z,0.9
5,7,Y,X,0.0
5,7,Y,Y,0.9
5,7,Y,Z,-0.9
5,7,Z,X,0.0
5,7,Z,Y,0.0
5,7,Z,Z,0.9
5,8,X,X,0.9
5,8,X,Y,0.0
5,8,X,Z,-1.8
5,8,Y,X,0.0
5,8,Y,Y,0.9
5,8,Y,Z,0.9
5,8,Z,X,0.9
5,8,Z,Y,0.0
5,8,Z,Z,0.0
5,9,X,X,-1.8
5,9,X,Y,0.0
5,9,X,Z,-0.9
5,9,Y,X,-1.8
5,9,Y,Y,0.0
5,9,Y,Z,0.0
5,9,Z,X,0.0
5,9,Z,Y,0.0
5,9,Z,Z,0.9
5,10,X,X,0.0
5,10,X,Y,-1.8
5,10,X,Z,-2.7
5,10,Y,X,0.0
5,10,Y,Y,0.0
5,10,Y,Z,0.0
5,10,Z,X,0.0
5,10,Z,Y,0.0
5,10,Z,Z,0.9
5,11,X,X,2.7
5,11,X,Y,-0.9
5,11,X,Z,-2.7
5,11,Y,X,0.0
5,11,Y,Y,0.0
5,11,Y,Z,0.0
5,11,Z,X,0.9
5,11,Z,Y,0.0
5,11,Z,Z,0.0
5,12,X,X,-1.8
5,12,X,Y,-0.9
5,12,X,Z,-3.6
5,12,Y,X,0.0
5,12,Y,Y,0.0
5,12,Y,Z,0.0
5,12,Z,X,0.0
5,12,Z,Y,0.0
5,12,Z,Z,0.9
5,13,X,X,-1.8
5,13,X,Y,-2.7
5,13,X,Z,0.0
5,13,Y,X,0.0
5,13,Y,Y,0.0
5,13,Y,Z,0.0
5,13,Z,X,0.0
5,13,Z,Y,0.0
5,13,Z,Z,0.9
5,14,X,X,0.0
5,14,X,Y,0.9
5,14,X,Z,-1.8
5,14,Y,X,-0.9
5,14,Y,Y,0.0
5,14,Y,Z,-0.9
5,14,Z,X,0.0
5,14,Z,Y,0.9
5,14,Z,Z,0.0
5,15,X,X,-0.9
5,15,X,Y,-1.8
5,15,X,Z,0.0
5,15,Y,X,0.0
5,15,Y,Y,-1.8
5,15,Y,Z,0.0
5,15,Z,X,0.0
5,15,Z,Y,0.0
5,15,Z,Z,0.9
5,16,X,X,-0.9
5,16,X,Y,-1.8
5,16,X,Z,0.0
5,16,Y,X,0.0
5,16,Y,Y,-0.9
5,16,Y,Z,0.9
5,16,Z,X,0.0
5,16,Z,Y,-0.9
5,16,Z,Z,0.0
5,17,X,X,0.0
5,17,X,Y,0.0
5,17,X,Z,0.9
5,17,Y,X,0.0
5,17,Y,Y,0.9
5,17,Y,Z,-0.9
5,17,Z,X,-0.9
5,17,Z,Y,0.0
5,17,Z,Z,0.0
5,18,X,X,0.9
5,18,X,Y,-0.9
5,18,X,Z,0.9
5,18,Y,X,-0.9
5,18,Y,Y,0.0
5,18,Y,Z,-0.9
5,18,Z,X,0.0
5,18,Z,Y,-0.9
5,18,Z,Z,0.0
5,19,X,X,0.9
5,19,X,Y,-0.9
5,19,X,Z,-0.9
5,19,Y,X,-0.9
5,19,Y,Y,-0.9
5,19,Y,Z,0.0
5,19,Z,X,0.0
5,19,Z,Y,-0.9
5,19,Z,Z,0.0
5,20,X,X,0.9
5,20,X,Y,0.0
5,20,X,Z,1.8
5,20,Y,X,0.9
5,20,Y,Y,-0.9
5,20,Y,Z,0.0
5,20,Z,X,-0.9
5,20,Z,Y,0.0
5,20,Z,Z,0.0
5,21,X,X,-0.9
5,21,X,Y,0.9
5,21,X,Z,-0.9
5,21,Y,X,0.9
5,21,Y,Y,0.0
5,21,Y,Z,-0.9
5,21,Z,X,0.0
5,21,Z,Y,0.9
5,21,Z,Z,0.0
5,22,X,X,-0.9
5,22,X,Y,0.9
5,22,X,Z,-0.9
5,22,Y,X,0.0
5,22,Y,Y,-0.9
5,22,Y,Z,0.9
5,22,Z,X,0.9
5,22,Z,Y,0.0
5,22,Z,Z,0.0
5,23,X,X,0.9
5,23,X,Y,0.0
5,23,X,Z,1.8
5,23,Y,X,-0.9
5,23,Y,Y,0.9
5,23,Y,Z,0.0
5,23,Z,X,0.0
5,23,Z,Y,0.0
5,23,Z,Z,0.9
5,24,X,X,0.0
5,24,X,Y,-0.9
5,24,X,Z,0.0
5,24,Y,X,0.0
5,24,Y,Y,0.0
5,24,Y,Z,0.0
5,24,Z,X,0.0
5,24,Z,Y,0.0
5,24,Z,Z,0.9
5,25,X,X,0.9
5,25,X,Y,1.8
5,25,X,Z,-1.8
5,25,Y,X,-0.9
5,25,Y,Y,0.9
5,25,Y,Z,0.0
5,25,Z,X,0.0
5,25,Z,Y,0.9
5,25,Z,Z,0.0
5,26,X,X,0.9
5,26,X,Y,-1.8
5,26,X,Z,0.0
5,26,Y,X,0.0
5,26,Y,Y,0.0
5,26,Y,Z,0.0
5,26,Z,X,0.0
5,26,Z,Y,0.0
5,26,Z,Z,0.9
5,27,X,X,-1.8
5,27,X,Y,0.0
5,27,X,Z,-0.9
5,27,Y,X,0.0
5,27,Y,Y,0.0
5,27,Y,Z,0.0
5,27,Z,X,0.9
5,27,Z,Y,0.0
5,27,Z,Z,0.0
5,28,X,X,0.9
5,28,X,Y,1.8
5,28,X,Z,-1.8
5,28,Y,X,-0.9
5,28,Y,Y,0.9
5,28,Y,Z,0.0
5,28,Z,X,0.0
5,28,Z,Y,0.0
5,28,Z,Z,0.9
5,29,X,X,-2.7
5,29,X,Y,-0.9
5,29,X,Z,-0.9
5,29,Y,X,0.9
5,29,Y,Y,0.0
5,29,Y,Z,-0.9
5,29,Z,X,0.9
5,29,Z,Y,0.0
5,29,Z,Z,0.0
6,7,X,X,-0.9
6,7,X,Y,1.8
6,7,X,Z,0.0
6,7,Y,X,0.0
6,7,Y,Y,-0.9
6,7,Y,Z,0.9
6,7,Z,X,-0.9
6,7,Z,Y,0.0
6,7,Z,Z,1.8
6,8,X,X,-0.9
6,8,X,Y,1.8
6,8,X,Z,1.8
6,8,Y,X,0.9
6,8,Y,Y,0.0
6,8,Y,Z,-0.9
6,8,Z,X,0.0
6,8,Z,Y,-0.9
6,8,Z,Z,0.0
6,9,X,X,0.9
6,9,X,Y,1.8
6,9,X,Z,1.8
6,9,Y,X,0.9
6,9,Y,Y,0.0
6,9,Y,Z,0.9
6,9,Z,X,0.0
6,9,Z,Y,0.0
6,9,Z,Z,0.9
6,10,X,X,0.0
6,10,X,Y,1.8
6,10,X,Z,0.9
6,10,Y,X,0.0
6,10,Y,Y,0.0
6,10,Y,Z,0.0
6,10,Z,X,0.0
6,10,Z,Y,0.0
6,10,Z,Z,0.9
6,11,X,X,-1.8
6,11,X,Y,0.0
6,11,X,Z,0.9
6,11,Y,X,0.9
6,11,Y,Y,0.0
6,11,Y,Z,-0.9
6,11,Z,X,0.9
6,11,Z,Y,-0.9
6,11,Z,Z,0.9
6,12,X,X,0.9
6,12,X,Y,0.0
6,12,X,Z,1.8
6,12,Y,X,0.0
6,12,Y,Y,0.0
6,12,Y,Z,0.0
6,12,Z,X,-0.9
6,12,Z,Y,-0.9
6,12,Z,Z,0.9
6,13,X,X,0.0
6,13,X,Y,2.7
6,13,X,Z,0.0
6,13,Y,X,-0.9
6,13,Y,Y,0.0
6,13,Y,Z,0.9
6,13,Z,X,0.9
6,13,Z,Y,0.0
6,13,Z,Z,0.0
6,14,X,X,0.9
6,14,X,Y,-0.9
6,14,X,Z,0.9
6,14,Y,X,0.9
6,14,Y,Y,0.9
6,14,Y,Z,0.0
6,14,Z,X,0.9
6,14,Z,Y,0.0
6,14,Z,Z,1.8
6,15,X,X,0.0
6,15,X,Y,2.7
6,15,X,Z,0.0
6,15,Y,X,0.0
6,15,Y,Y,0.9
6,15,Y,Z,0.9
6,15,Z,X,-0.9
6,15,Z,Y,0.0
6,15,Z,Z,0.0
6,16,X,X,-0.9
6,16,X,Y,0.0
6,16,X,Z,0.0
6,16,Y,X,0.0
6,16,Y,Y,-0.9
6,16,Y,Z,-0.9
6,16,Z,X,0.0
6,16,Z,Y,-0.9
6,16,Z,Z,0.0
6,17,X,X,-1.8
6,17,X,Y,0.9
6,17,X,Z,0.0
6,17,Y,X,-0.9
6,17,Y,Y,-0.9
6,17,Y,Z,0.0
6,17,Z,X,0.0
6,17,Z,Y,0.9
6,17,Z,Z,1.8
6,18,X,X,0.9
6,18,X,Y,0.0
6,18,X,Z,0.0
6,18,Y,X,0.9
6,18,Y,Y,-0.9
6,18,Y,Z,0.0
6,18,Z,X,0.0
6,18,Z,Y,-0.9
6,18,Z,Z,1.8
6,19,X,X,0.0
6,19,X,Y,-1.8
6,19,X,Z,0.9
6,19,Y,X,0.9
6,19,Y,Y,-0.9
6,19,Y,Z,0.0
6,19,Z,X,0.9
6,19,Z,Y,0.0
6,19,Z,Z,0.0
6,20,X,X,0.0
6,20,X,Y,1.8
6,20,X,Z,-0.9
6,20,Y,X,-1.8
6,20,Y,Y,0.0
6,20,Y,Z,0.0
6,20,Z,X,0.9
6,20,Z,Y,0.9
6,20,Z,Z,0.9
6,21,X,X,1.8
6,21,X,Y,1.8
6,21,X,Z,0.9
6,21,Y,X,-0.9
6,21,Y,Y,0.9
6,21,Y,Z,0.0
6,21,Z,X,0.9
6,21,Z,Y,0.9
6,21,Z,Z,0.9
6,22,X,X,-0.9
6,22,X,Y,0.0
6,22,X,Z,1.8
6,22,Y,X,0.9
6,22,Y,Y,0.0
6,22,Y,Z,-0.9
6,22,Z,X,0.0
6,22,Z,Y,1.8
6,22,Z,Z,0.9
6,23,X,X,0.0
6,23,X,Y,0.0
6,23,X,Z,-0.9
6,23,Y,X,0.0
6,23,Y,Y,-0.9
6,23,Y,Z,0.9
6,23,Z,X,0.0
6,23,Z,Y,0.0
6,23,Z,Z,0.9
6,24,X,X,0.0
6,24,X,Y,0.9
6,24,X,Z,0.0
6,24,Y,X,-0.9
6,24,Y,Y,0.0
6,24,Y,Z,0.9
6,24,Z,X,0.9
6,24,Z,Y,0.0
6,24,Z,Z,1.8
6,25,X,X,-0.9
6,25,X,Y,0.0
6,25,X,Z,0.0
6,25,Y,X,0.0
6,25,Y,Y,0.0
6,25,Y,Z,0.0
6,25,Z,X,0.9
6,25,Z,Y,1.8
6,25,Z,Z,0.0
6,26,X,X,0.0
6,26,X,Y,0.0
6,26,X,Z,0.9
6,26,Y,X,-0.9
6,26,Y,Y,0.0
6,26,Y,Z,0.9
6,26,Z,X,1.8
6,26,Z,Y,0.0
6,26,Z,Z,0.9
6,27,X,X,0.0
6,27,X,Y,-0.9
6,27,X,Z,1.8
6,27,Y,X,0.9
6,27,Y,Y,0.9
6,27,Y,Z,0.0
6,27,Z,X,0.0
6,27,Z,Y,-1.8
6,27,Z,Z,0.9
6,28,X,X,-0.9
6,28,X,Y,-0.9
6,28,X,Z,0.9
6,28,Y,X,0.0
6,28,Y,Y,-0.9
6,28,Y,Z,0.9
6,28,Z,X,0.9
6,28,Z,Y,0.9
6,28,Z,Z,0.9
6,29,X,X,0.9
6,29,X,Y,-0.9
6,29,X,Z,0.9
6,29,Y,X,0.0
6,29,Y,Y,0.0
6,29,Y,Z,0.0
6,29,Z,X,-1.8
6,29,Z,Y,0.0
6,29,Z,Z,0.9
7,8,X,X,0.9
7,8,X,Y,0.0
7,8,X,Z,-0.9
7,8,Y,X,-0.9
7,8,Y,Y,0.9
7,8,Y,Z,0.9
7,8,Z,X,1.8
7,8,Z,Y,-1.8
7,8,Z,Z,0.9
7,9,X,X,-0.9
7,9,X,Y,0.0
7,9,X,Z,-0.9
7,9,Y,X,-0.9
7,9,Y,Y,0.9
7,9,Y,Z,0.9
7,9,Z,X,0.0
7,9,Z,Y,-0.9
7,9,Z,Z,1.8
7,10,X,X,0.9
7,10,X,Y,0.0
7,10,X,Z,-0.9
7,10,Y,X,0.0
7,10,Y,Y,0.0
7,10,Y,Z,0.9
7,10,Z,X,0.9
7,10,Z,Y,0.0
7,10,Z,Z,1.8
7,11,X,X,0.0
7,11,X,Y,0.9
7,11,X,Z,-0.9
7,11,Y,X,-0.9
7,11,Y,Y,0.0
7,11,Y,Z,0.0
7,11,Z,X,2.7
7,11,Z,Y,0.0
7,11,Z,Z,1.8
7,12,X,X,0.9
7,12,X,Y,0.0
7,12,X,Z,-0.9
7,12,Y,X,0.0
7,12,Y,Y,0.0
7,12,Y,Z,0.9
7,12,Z,X,-0.9
7,12,Z,Y,-0.9
7,12,Z,Z,2.7
7,13,X,X,0.0
7,13,X,Y,0.0
7,13,X,Z,0.0
7,13,Y,X,0.0
7,13,Y,Y,0.9
7,13,Y,Z,0.0
7,13,Z,X,1.8
7,13,Z,Y,0.0
7,13,Z,Z,0.9
7,14,X,X,-0.9
7,14,X,Y,0.0
7,14,X,Z,-0.9
7,14,Y,X,-0.9
7,14,Y,Y,-0.9
7,14,Y,Z,-0.9
7,14,Z,X,-0.9
7,14,Z,Y,0.9
7,14,Z,Z,2.7
7,15,X,X,0.0
7,15,X,Y,0.0
7,15,X,Z,0.0
7,15,Y,X,0.9
7,15,Y,Y,0.0
7,15,Y,Z,0.0
7,15,Z,X,0.0
7,15,Z,Y,1.8
7,15,Z,Z,0.9
7,16,X,X,-0.9
7,16,X,Y,0.9
7,16,X,Z,0.0
7,16,Y,X,-1.8
7,16,Y,Y,0.0
7,16,Y,Z,0.9
7,16,Z,X,0.0
7,16,Z,Y,-2.7
7,16,Z,Z,0.0
7,17,X,X,-0.9
7,17,X,Y,-0.9
7,17,X,Z,0.0
7,17,Y,X,-0.9
7,17,Y,Y,1.8
7,17,Y,Z,0.0
7,17,Z,X,-0.9
7,17,Z,Y,0.0
7,17,Z,Z,1.8
7,18,X,X,-0.9
7,18,X,Y,0.0
7,18,X,Z,-0.9
7,18,Y,X,0.0
7,18,Y,Y,-0.9
7,18,Y,Z,0.0
7,18,Z,X,-0.9
7,18,Z,Y,-2.7
7,18,Z,Z,0.9
7,19,X,X,-0.9
7,19,X,Y,0.9
7,19,X,Z,0.0
7,19,Y,X,-1.8
7,19,Y,Y,-0.9
7,19,Y,Z,0.0
7,19,Z,X,0.9
7,19,Z,Y,0.9
7,19,Z,Z,0.9
7,20,X,X,0.0
7,20,X,Y,0.0
7,20,X,Z,0.0
7,20,Y,X,1.8
7,20,Y,Y,0.9
7,20,Y,Z,0.0
7,20,Z,X,-0.9
7,20,Z,Y,1.8
7,20,Z,Z,1.8
7,21,X,X,0.0
7,21,X,Y,-0.9
7,21,X,Z,-0.9
7,21,Y,X,1.8
7,21,Y,Y,0.9
7,21,Y,Z,0.0
7,21,Z,X,1.8
7,21,Z,Y,0.0
7,21,Z,Z,0.9
7,22,X,X,0.0
7,22,X,Y,-0.9
7,22,X,Z,-0.9
7,22,Y,X,-0.9
7,22,Y,Y,0.0
7,22,Y,Z,1.8
7,22,Z,X,2.7
7,22,Z,Y,0.9
7,22,Z,Z,0.9
7,23,X,X,1.8
7,23,X,Y,0.0
7,23,X,Z,0.0
7,23,Y,X,1.8
7,23,Y,Y,0.9
7,23,Y,Z,0.0
7,23,Z,X,0.0
7,23,Z,Y,0.0
7,23,Z,Z,2.7
7,24,X,X,0.0
7,24,X,Y,0.0
7,24,X,Z,-1.8
7,24,Y,X,1.8
7,24,Y,Y,0.0
7,24,Y,Z,-0.9
7,24,Z,X,0.0
7,24,Z,Y,-0.9
7,24,Z,Z,1.8
7,25,X,X,0.9
7,25,X,Y,-0.9
7,25,X,Z,0.0
7,25,Y,X,0.0
7,25,Y,Y,0.9
7,25,Y,Z,0.0
7,25,Z,X,0.9
7,25,Z,Y,1.8
7,25,Z,Z,1.8
7,26,X,X,0.0
7,26,X,Y,0.0
7,26,X,Z,-1.8
7,26,Y,X,0.9
7,26,Y,Y,0.0
7,26,Y,Z,0.0
7,26,Z,X,3.6
7,26,Z,Y,0.0
7,26,Z,Z,0.9
7,27,X,X,0.0
7,27,X,Y,0.0
7,27,X,Z,-1.8
7,27,Y,X,0.0
7,27,Y,Y,-0.9
7,27,Y,Z,0.0
7,27,Z,X,0.9
7,27,Z,Y,-0.9
7,27,Z,Z,0.9
7,28,X,X,0.0
7,28,X,Y,0.0
7,28,X,Z,-1.8
7,28,Y,X,0.0
7,28,Y,Y,0.9
7,28,Y,Z,0.0
7,28,Z,X,1.8
7,28,Z,Y,0.0
7,28,Z,Z,0.9
7,29,X,X,0.9
7,29,X,Y,0.0
7,29,X,Z,-0.9
7,29,Y,X,1.8
7,29,Y,Y,-0.9
7,29,Y,Z,0.0
7,29,Z,X,0.0
7,29,Z,Y,0.0
7,29,Z,Z,2.7
8,9,X,X,-0.9
8,9,X,Y,0.0
8,9,X,Z,-0.9
8,9,Y,X,-0.9
8,9,Y,Y,1.8
8,9,Y,Z,0.0
8,9,Z,X,0.0
8,9,Z,Y,0.0
8,9,Z,Z,0.9
8,10,X,X,1.8
8,10,X,Y,0.0
8,10,X,Z,0.0
8,10,Y,X,0.0
8,10,Y,Y,0.9
8,10,Y,Z,-1.8
8,10,Z,X,0.0
8,10,Z,Y,0.9
8,10,Z,Z,1.8
8,11,X,X,2.7
8,11,X,Y,0.9
8,11,X,Z,0.0
8,11,Y,X,-0.9
8,11,Y,Y,0.0
8,11,Y,Z,-1.8
8,11,Z,X,0.0
8,11,Z,Y,0.0
8,11,Z,Z,2.7
8,12,X,X,0.9
8,12,X,Y,-0.9
8,12,X,Z,0.0
8,12,Y,X,0.9
8,12,Y,Y,0.0
8,12,Y,Z,-1.8
8,12,Z,X,0.0
8,12,Z,Y,0.0
8,12,Z,Z,2.7
8,13,X,X,1.8
8,13,X,Y,-0.9
8,13,X,Z,0.9
8,13,Y,X,-1.8
8,13,Y,Y,0.9
8,13,Y,Z,0.0
8,13,Z,X,1.8
8,13,Z,Y,0.9
8,13,Z,Z,0.0
8,14,X,X,-0.9
8,14,X,Y,1.8
8,14,X,Z,0.9
8,14,Y,X,0.9
8,14,Y,Y,0.0
8,14,Y,Z,-1.8
8,14,Z,X,-0.9
8,14,Z,Y,0.0
8,14,Z,Z,1.8
8,15,X,X,-1.8
8,15,X,Y,0.9
8,15,X,Z,0.9
8,15,Y,X,-0.9
8,15,Y,Y,0.0
8,15,Y,Z,0.0
8,15,Z,X,0.0
8,15,Z,Y,0.9
8,15,Z,Z,0.0
8,16,X,X,0.9
8,16,X,Y,-0.9
8,16,X,Z,0.0
8,16,Y,X,-0.9
8,16,Y,Y,0.0
8,16,Y,Z,0.0
8,16,Z,X,0.9
8,16,Z,Y,-0.9
8,16,Z,Z,0.9
8,17,X,X,-0.9
8,17,X,Y,-1.8
8,17,X,Z,0.9
8,17,Y,X,-1.8
8,17,Y,Y,0.0
8,17,Y,Z,-0.9
8,17,Z,X,0.0
8,17,Z,Y,0.9
8,17,Z,Z,0.0
8,18,X,X,0.0
8,18,X,Y,-0.9
8,18,X,Z,-0.9
8,18,Y,X,0.9
8,18,Y,Y,0.9
8,18,Y,Z,-0.9
8,18,Z,X,-0.9
8,18,Z,Y,0.0
8,18,Z,Z,0.0
8,19,X,X,1.8
8,19,X,Y,0.0
8,19,X,Z,0.0
8,19,Y,X,0.0
8,19,Y,Y,-2.7
8,19,Y,Z,0.0
8,19,Z,X,0.0
8,19,Z,Y,0.0
8,19,Z,Z,0.9
8,20,X,X,-2.7
8,20,X,Y,0.0
8,20,X,Z,0.9
8,20,Y,X,0.0
8,20,Y,Y,0.0
8,20,Y,Z,-0.9
8,20,Z,X,0.0
8,20,Z,Y,0.9
8,20,Z,Z,0.0
8,21,X,X,0.0
8,21,X,Y,0.0
8,21,X,Z,0.0
8,21,Y,X,0.0
8,21,Y,Y,1.8
8,21,Y,Z,-0.9
8,21,Z,X,1.8
8,21,Z,Y,0.0
8,21,Z,Z,0.9
8,22,X,X,0.9
8,22,X,Y,-0.9
8,22,X,Z,0.0
8,22,Y,X,-1.8
8,22,Y,Y,-0.9
8,22,Y,Z,0.0
8,22,Z,X,0.9
8,22,Z,Y,0.0
8,22,Z,Z,1.8
8,23,X,X,0.0
8,23,X,Y,0.0
8,23,X,Z,1.8
8,23,Y,X,0.0
8,23,Y,Y,0.0
8,23,Y,Z,-0.9
8,23,Z,X,-1.8
8,23,Z,Y,0.9
8,23,Z,Z,0.0
8,24,X,X,-0.9
8,24,X,Y,0.0
8,24,X,Z,0.9
8,24,Y,X,-0.9
8,24,Y,Y,0.9
8,24,Y,Z,-0.9
8,24,Z,X,0.0
8,24,Z,Y,0.0
8,24,Z,Z,0.9
8,25,X,X,0.0
8,25,X,Y,0.9
8,25,X,Z,-0.9
8,25,Y,X,-0.9
8,25,Y,Y,0.0
8,25,Y,Z,-1.8
8,25,Z,X,-0.9
8,25,Z,Y,0.9
8,25,Z,Z,0.9
8,26,X,X,0.9
8,26,X,Y,-0.9
8,26,X,Z,0.0
8,26,Y,X,-1.8
8,26,Y,Y,-0.9
8,26,Y,Z,0.0
8,26,Z,X,1.8
8,26,Z,Y,0.0
8,26,Z,Z,0.9
8,27,X,X,0.0
8,27,X,Y,-0.9
8,27,X,Z,-0.9
8,27,Y,X,-0.9
8,27,Y,Y,0.0
8,27,Y,Z,0.0
8,27,Z,X,0.0
8,27,Z,Y,-0.9
8,27,Z,Z,1.8
8,28,X,X,0.0
8,28,X,Y,0.9
8,28,X,Z,-0.9
8,28,Y,X,-1.8
8,28,Y,Y,0.0
8,28,Y,Z,-0.9
8,28,Z,X,0.0
8,28,Z,Y,0.0
8,28,Z,Z,0.9
8,29,X,X,0.0
8,29,X,Y,0.0
8,29,X,Z,0.0
8,29,Y,X,0.0
8,29,Y,Y,-0.9
8,29,Y,Z,-1.8
8,29,Z,X,0.9
8,29,Z,Y,0.0
8,29,Z,Z,1.8
9,10,X,X,-0.9
9,10,X,Y,0.0
9,10,X,Z,0.9
9,10,Y,X,0.0
9,10,Y,Y,0.9
9,10,Y,Z,-0.9
9,10,Z,X,-0.9
9,10,Z,Y,0.9
9,10,Z,Z,1.8
9,11,X,X,-0.9
9,11,X,Y,0.0
9,11,X,Z,0.9
9,11,Y,X,-0.9
9,11,Y,Y,0.0
9,11,Y,Z,-0.9
9,11,Z,X,0.0
9,11,Z,Y,-0.9
9,11,Z,Z,0.9
9,12,X,X,0.0
9,12,X,Y,0.9
9,12,X,Z,0.9
9,12,Y,X,0.9
9,12,Y,Y,0.0
9,12,Y,Z,-0.9
9,12,Z,X,-0.9
9,12,Z,Y,0.0
9,12,Z,Z,2.7
9,13,X,X,0.0
9,13,X,Y,0.0
9,13,X,Z,0.0
